Mol,SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
23dhmp,CC[C@@](C)(O)[C@@H](O)C(=O)[O-],-0.001248002,-0.18510066,0.001296622,0.10378872,-0.08857791,0.025112852,0.0001926,-0.049950395,0.0655187,-0.02574268,0.002411301,0.18762974,-0.08836057,-0.069517575,-0.1468722,-0.028429527,0.03169003,-0.03535893,-0.074887395,-0.08635039,0.089175746,0.12642749,0.112355284,-0.053691346,-0.030320002,-0.046531726,-0.037951637,-0.104533516,-0.09560753,0.14987008,0.006020389,-0.08085335,-0.040626757,0.06772626,-0.022152483,-0.03134503,-0.011026577,-0.035803787,-0.10631438,-0.002500426,0.038386047,0.028833508,-0.029567271,-0.003920285,-0.08102829,0.07477499,0.07565116,0.1036101,-0.092561826,-0.015009332,-0.0929409,-0.032394625,0.091822326,0.021485966,-0.101174384,0.067561366,-0.060800865,-0.06937021,-0.030290348,0.11025016,0.08447477,-0.07319522,-0.029630564,0.19664274,0.09509078,0.12972336,-0.0601129,-0.048167504,0.112575434,0.045929037,-0.16213599,-0.005464597,-0.038150743,0.029623935,0.095147625,-0.044698473,0.013644831,-0.02150668,-0.091262795,0.057728037,0.038034752,-0.025902431,-0.051782157,0.15747797,0.10034965,0.1124098,-0.0605303,0.041485418,-0.021762965,-0.19047382,-0.06468611,-0.15175077,0.11652404,0.16411863,0.011464867,-0.03914538,-0.007472118,-0.037521668,0.011872873,0.002081983,0.03448545,0.04719627,0.10056737,-0.061996996,0.11177424,0.12986124,-0.12076459,-0.1503565,-0.09380066,-0.006076127,-0.14331746,0.15113422,0.085983336,0.09683978,-0.1772454,0.09774339,0.018220892,0.15853299,0.019285083,-0.094428495,0.038077116,-0.08706112,-0.04001351,0.11485538,0.054193825,0.0780206,-0.10339258,0.044978235
23doguln,O=C([O-])C(=O)C(=O)[C@H](O)[C@@H](O)CO,-0.008231329,-0.11877005,0.007236358,0.068457246,-0.051102098,0.023992654,0.006659442,-0.027585857,0.047821026,-0.019911911,-0.007129816,0.12122999,-0.052399393,-0.05382288,-0.09428547,-0.027486024,0.017398031,-0.019293014,-0.048957203,-0.058486264,0.06258325,0.08543157,0.08386809,-0.038904563,-0.018129239,-0.0347626,-0.031867635,-0.06592852,-0.05322929,0.098594904,0.013041859,-0.056258097,-0.021279698,0.04351064,-0.011752445,-0.018877732,-0.012707689,-0.026751041,-0.07122874,-0.004103175,0.028006705,0.016881485,-0.018864712,0.000475464,-0.04829391,0.041876324,0.04972131,0.0597457,-0.058285754,-0.006423234,-0.07011791,-0.018399326,0.05935864,0.003156333,-0.06931166,0.046057243,-0.037908196,-0.052742053,-0.028980535,0.068434455,0.055657,-0.039076313,-0.02266045,0.13667412,0.06176486,0.078449324,-0.035175636,-0.027721027,0.081086606,0.03146389,-0.11095491,-0.00566991,-0.03030895,0.013843375,0.053701535,-0.019040179,0.003223719,-0.014611278,-0.052636765,0.036567234,0.022847746,-0.02005583,-0.039211396,0.09906988,0.07298542,0.072204545,-0.050826456,0.030541698,-0.011649149,-0.13244285,-0.049012117,-0.09733214,0.07918365,0.112523764,0.012238099,-0.036248643,0.000514141,-0.022422824,0.009751426,-0.000942791,0.01359921,0.03792485,0.06608948,-0.04844592,0.07306564,0.0885016,-0.07347143,-0.10902031,-0.07016421,0.001685631,-0.09858239,0.09778979,0.05409845,0.057083152,-0.10607021,0.07011926,0.007046918,0.10135423,0.017801099,-0.06674877,0.024559004,-0.05590145,-0.021643188,0.07003889,0.03678644,0.052970696,-0.06494176,0.03344479
23dpg,[O-]C(=O)[C@@H](COP([O-])([O-])=O)OP([O-])([O-])=O,-0.005579687,-0.11895543,-0.005549552,0.073447034,-0.054689046,0.011093257,0.002174958,-0.024555484,0.048386708,-0.016902128,-0.011399014,0.12765427,-0.057849206,-0.043927535,-0.093731284,-0.020933019,0.0209168,-0.025461681,-0.049883943,-0.051322144,0.05416684,0.07906624,0.07726242,-0.035471894,-0.014011454,-0.03347844,-0.017635817,-0.074839994,-0.06501629,0.099660024,0.003164184,-0.054904833,-0.034323554,0.051982656,-0.018612301,-0.018216083,-0.01079714,-0.027695896,-0.0704305,0.005779704,0.0329346,0.012457799,-0.02584479,0.002742727,-0.0490286,0.04553458,0.053509507,0.062376983,-0.05609747,-0.003907514,-0.0589938,-0.01726447,0.060953654,0.009961274,-0.06522341,0.043315373,-0.045226898,-0.043085054,-0.015204139,0.07694575,0.051611703,-0.042954776,-0.022175236,0.13147593,0.06808557,0.09122851,-0.0359731,-0.034295395,0.077505454,0.039298087,-0.10259704,-0.011350761,-0.025685452,0.010100731,0.06718552,-0.018023329,0.014879684,-0.013502806,-0.06556105,0.033924874,0.021092603,-0.020091442,-0.031482473,0.09964526,0.07283387,0.06859331,-0.03967941,0.017760947,-0.013997499,-0.13476166,-0.03811648,-0.10464384,0.080619276,0.10235936,0.001046928,-0.03568023,0.003436278,-0.027590694,0.001122799,-0.001412252,0.01955195,0.039669666,0.06997746,-0.04055266,0.069984525,0.095491,-0.07423853,-0.104442425,-0.07263244,0.004490565,-0.093230635,0.09865666,0.062161945,0.057503164,-0.11466943,0.061898213,0.014874855,0.1098759,0.01642086,-0.07475393,0.020153448,-0.050117046,-0.024702637,0.087653294,0.042899646,0.044047214,-0.064306766,0.032536924
25aics,[H][C@]1(COP([O-])([O-])=O)O[C@]([H])([C@H](O)[C@@H]1O)n1cnc(C(=O)N[C@@H](CC([O-])=O)C([O-])=O)c1N,-0.00303036,-0.14554057,-0.003204825,0.07709419,-0.06530235,0.024957206,0.004989786,-0.0415646,0.052535128,-0.012900741,-0.007626203,0.14398395,-0.0693568,-0.054735426,-0.11388935,-0.02637963,0.01989542,-0.018049011,-0.06288777,-0.06810365,0.076739304,0.08653817,0.08806978,-0.047761567,-0.018509366,-0.03391909,-0.023553742,-0.07128165,-0.0682447,0.111226894,0.005708783,-0.060581032,-0.039127167,0.054358274,-0.021221438,-0.013636392,0.001564184,-0.027497333,-0.075768605,0.009151354,0.031775486,0.016806938,-0.027185518,-0.003348159,-0.06654009,0.051182058,0.06110137,0.0793105,-0.07885265,-0.017062074,-0.07377533,-0.027504109,0.07433327,0.016186042,-0.06987267,0.05431385,-0.053241376,-0.056987617,-0.027648047,0.076642394,0.05829774,-0.055867337,-0.023538047,0.14766641,0.07908967,0.09390494,-0.03332731,-0.04160833,0.08744424,0.03403703,-0.12296491,-0.014249925,-0.027899243,0.02110518,0.064185016,-0.025470158,0.017631417,-0.023520008,-0.06893108,0.038579058,0.028565545,-0.019345615,-0.045233544,0.12068428,0.08466402,0.085951194,-0.059693824,0.022487078,-0.018403424,-0.15700923,-0.046578024,-0.10647093,0.092747554,0.13078295,0.006662228,-0.03679885,-0.003677313,-0.031254046,0.000933961,0.01269575,0.023425661,0.039200887,0.07187793,-0.053012397,0.07934483,0.110596806,-0.09700387,-0.11757825,-0.08088547,0.007441522,-0.1136137,0.109258614,0.0662293,0.071605735,-0.13262753,0.06889611,0.016384656,0.11522227,0.006876555,-0.077792145,0.025377063,-0.063556686,-0.02115076,0.09542119,0.044052303,0.05359237,-0.07950949,0.031837206
25dhpp,Nc1nc(O)c(N)c(N[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)n1,0.000415756,-0.12848365,0.003701252,0.07410542,-0.048077434,0.018306421,-0.006080207,-0.03670351,0.041097887,-0.009483249,0.002250083,0.119647,-0.053997602,-0.0566703,-0.09583826,-0.014699938,0.013891472,-0.016279917,-0.05920139,-0.049467664,0.0654791,0.07500176,0.078488484,-0.042346235,-0.017365988,-0.0221653,-0.03063127,-0.06804812,-0.057247438,0.101905316,0.013026277,-0.04471057,-0.027549267,0.05197852,-0.013605527,-0.023561677,-0.009080271,-0.031991675,-0.07059398,0.007193844,0.037003357,0.023483127,-0.027284106,-0.009216365,-0.056177292,0.053506754,0.054015175,0.06543782,-0.0661001,-0.005806187,-0.058194194,-0.01948343,0.06112045,0.014222301,-0.063939944,0.046521585,-0.043037698,-0.047944967,-0.02993621,0.079179086,0.04816531,-0.04265041,-0.016073387,0.13337587,0.06284051,0.09131341,-0.036296334,-0.023469849,0.07221879,0.043130238,-0.11156438,-0.006230937,-0.018229533,0.017835945,0.062322292,-0.017750902,0.012878908,-0.018691933,-0.05381901,0.040735483,0.023494039,-0.011344777,-0.033670627,0.10192983,0.07277504,0.070132524,-0.0510631,0.01841987,-0.025405275,-0.13417718,-0.036832538,-0.09552762,0.08062029,0.113972895,0.008454655,-0.03338079,-0.002176804,-0.025589727,0.006777059,-0.001335096,0.02260108,0.03456598,0.069526196,-0.047112033,0.08062687,0.09381616,-0.084823065,-0.11196433,-0.069888994,0.003563244,-0.09537243,0.09454838,0.0638095,0.06204344,-0.12085015,0.067203954,0.017951518,0.101770684,0.010992609,-0.07145297,0.027020764,-0.049392328,-0.026267767,0.084682874,0.040205896,0.05115067,-0.05838977,0.02994611
25dkglcn,O=C([O-])C(=O)[C@@H](O)[C@H](O)C(=O)CO,-0.010556056,-0.12719801,0.001521543,0.067669585,-0.05394298,0.013696935,0.006823802,-0.0323668,0.047733303,-0.009453324,-0.008956684,0.12611772,-0.049019665,-0.049487364,-0.097081356,-0.018200027,0.013419586,-0.024249915,-0.056326814,-0.06099304,0.057812147,0.07900319,0.0722215,-0.033412397,-0.025462553,-0.02004824,-0.023795484,-0.070585296,-0.05245007,0.105489664,0.01528572,-0.05146967,-0.0245314,0.037971746,-0.016597863,-0.019424431,-0.011771111,-0.032505583,-0.07986128,-0.003028872,0.031506203,0.0267345,-0.01883171,-0.00681726,-0.055021778,0.057338256,0.04831863,0.06002841,-0.062466107,-0.015489524,-0.06130369,-0.02143369,0.06451301,0.01061788,-0.06651347,0.04817803,-0.045061454,-0.04270369,-0.025123358,0.08087859,0.05183059,-0.038782943,-0.024173507,0.14118506,0.07505643,0.08455424,-0.033924438,-0.03615288,0.07029303,0.037888993,-0.11359196,-0.015834274,-0.022460576,0.02156422,0.06562623,-0.019515488,0.017740678,-0.01996168,-0.056380857,0.03094807,0.022177424,-0.019571684,-0.03771618,0.10697946,0.06682996,0.072357506,-0.050687045,0.024711767,-0.013798618,-0.12621976,-0.04236159,-0.09665087,0.081308536,0.111031786,0.006207955,-0.038757835,-0.007648935,-0.02624104,-0.001766987,0.012301798,0.021472078,0.028793223,0.07477467,-0.052356657,0.07839597,0.0934759,-0.079497814,-0.11140719,-0.060376216,-0.002594478,-0.100271694,0.10224423,0.06633042,0.06631532,-0.11747398,0.07192944,0.009485359,0.10037949,0.009466552,-0.06979769,0.028419394,-0.04855685,-0.026724467,0.074554786,0.036279086,0.049659878,-0.06345414,0.023944175
25dop,O=CCCC(=O)C(=O)[O-],-0.00426275,-0.1044312,-0.006012123,0.06899545,-0.05242745,0.010217958,-0.003448393,-0.021870704,0.042614385,-0.021750875,0.003412819,0.10488187,-0.05113849,-0.04198849,-0.086331695,-0.017214712,0.020072574,-0.025500325,-0.055874623,-0.04928275,0.053004254,0.074090175,0.07281762,-0.036245592,-0.013533191,-0.02479622,-0.018835446,-0.05963632,-0.053439163,0.083670385,0.007548759,-0.047807116,-0.029936338,0.04278727,-0.009397222,-0.013640423,-0.003224865,-0.015864823,-0.06103828,0.0032358,0.034983717,0.013199959,-0.01203415,0.002447077,-0.0478824,0.05330983,0.042512566,0.067419246,-0.05054633,-0.011811062,-0.05844027,-0.019282447,0.06026459,0.01149337,-0.068853796,0.04987401,-0.04382347,-0.04483563,-0.023406794,0.060670838,0.047054388,-0.03979751,-0.012957808,0.12829494,0.065023094,0.072710246,-0.032243878,-0.031194054,0.07691633,0.026635328,-0.10307208,-0.001639291,-0.028170737,0.014156955,0.04947532,-0.028030775,0.010550094,-0.009776706,-0.058317,0.032969415,0.023750361,-0.007145366,-0.03527522,0.096325085,0.06520135,0.07090851,-0.044301223,0.024534771,-0.015855517,-0.119241886,-0.040587205,-0.08732437,0.063058816,0.10583176,0.011848087,-0.02724622,0.001665747,-0.020966008,0.007400545,0.004383184,0.022598285,0.03775035,0.065277085,-0.040956147,0.06924002,0.07815218,-0.07469527,-0.09960185,-0.06877709,0.002757191,-0.08941756,0.090282276,0.049182367,0.056064676,-0.11108439,0.06611626,0.013908492,0.092533186,0.013086543,-0.06693731,0.026926445,-0.043881692,-0.019746618,0.07606952,0.032622878,0.052518778,-0.06484551,0.02181198
25drapp,Nc1nc(=O)c(N)c(N[C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)[nH]1,0.001730832,-0.115554854,0.004726873,0.06608803,-0.057951283,0.016077816,0.001125972,-0.026416164,0.041393805,-0.022772493,-0.000333822,0.120648384,-0.06181984,-0.050476372,-0.10028569,-0.022120113,0.01541362,-0.013042349,-0.06084966,-0.049784627,0.05399674,0.07364528,0.082208015,-0.03742678,-0.017962655,-0.022328222,-0.01804806,-0.07322513,-0.059797212,0.10393833,0.010598443,-0.044787675,-0.028796783,0.038215216,-0.006733207,-0.015731335,-0.01084695,-0.021765882,-0.074226916,0.00687243,0.03789103,0.020679262,-0.016484033,-0.0010551,-0.059198376,0.043364428,0.058014832,0.072002694,-0.06385905,-0.013510741,-0.060491156,-0.028187156,0.0629194,0.018877372,-0.06723033,0.04399521,-0.046073496,-0.05205855,-0.02579358,0.07629319,0.04820024,-0.05361653,-0.00908938,0.13752605,0.06229941,0.087465465,-0.029098261,-0.03748046,0.08329641,0.037061073,-0.106887884,-0.013109509,-0.020922842,0.015174338,0.06245933,-0.022809777,0.008681964,-0.020512205,-0.055216927,0.03190521,0.026682246,-0.017858451,-0.02939325,0.11166683,0.070757926,0.077428676,-0.0485937,0.028239898,-0.021631781,-0.13858333,-0.050944943,-0.098642774,0.07462851,0.10961256,0.005702848,-0.026541652,-0.003157839,-0.01959875,0.002423187,0.004263083,0.010297901,0.03922891,0.07148838,-0.050227217,0.072561435,0.09284368,-0.07311527,-0.10554879,-0.06495854,0.007761955,-0.095386155,0.09368666,0.062212855,0.05628293,-0.11736211,0.06836518,0.007570565,0.107240915,0.015364019,-0.0633984,0.015784917,-0.050170127,-0.026524363,0.07402647,0.044425942,0.051017284,-0.06759361,0.02954975
26dap_,[NH3+][C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],0.002771455,-0.10590656,-0.002165475,0.05244422,-0.051467046,0.018595992,-0.00054619,-0.030588884,0.045812834,-0.021007674,-0.000296363,0.10271522,-0.051714614,-0.039230563,-0.08109309,-0.020650215,0.020774625,-0.023863897,-0.051099196,-0.053155974,0.046273407,0.06947278,0.072320744,-0.032217484,-0.017126279,-0.01995595,-0.016213156,-0.06480614,-0.048126563,0.08869128,0.013266754,-0.03654199,-0.018493593,0.04472914,-0.004935548,-0.008364392,-0.00963097,-0.022715043,-0.06192948,0.005554188,0.02727316,0.011179779,-0.012227871,0.002154221,-0.04806289,0.04780996,0.039539024,0.06181021,-0.05912358,-0.002236842,-0.056700204,-0.021862576,0.04961244,0.008158738,-0.061260592,0.038868725,-0.035332456,-0.036568232,-0.014681111,0.068060964,0.04783319,-0.042448927,-0.013828555,0.10902531,0.058648266,0.070654295,-0.030712375,-0.018361026,0.06291344,0.023317862,-0.091170825,-0.003010103,-0.015726311,0.014544163,0.045135673,-0.014786233,0.015027584,-0.020485748,-0.050116513,0.025459621,0.01867041,-0.008060555,-0.025609516,0.09123244,0.059338074,0.06835949,-0.032675985,0.013141524,-0.010907461,-0.111034684,-0.033061963,-0.07717116,0.0638622,0.09687874,0.004372012,-0.02406341,-0.002854964,-0.026674643,-0.003799493,0.001300462,0.009817522,0.027221188,0.05969731,-0.03587944,0.06942266,0.08325112,-0.07039464,-0.08146077,-0.0636675,-0.007013248,-0.08763533,0.08125211,0.055395115,0.056660395,-0.10046351,0.062540084,0.008639809,0.09416252,0.007954221,-0.054032706,0.019545363,-0.040257644,-0.026051577,0.059786916,0.033755243,0.035499346,-0.050746374,0.03158209
26dap_LL,[NH3+][C@@H](CCC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],-0.004143663,-0.10377583,0.00669149,0.05523102,-0.042733703,0.014153349,0.002347421,-0.023691125,0.03792018,-0.019274538,-0.001497833,0.11492201,-0.053869348,-0.048612997,-0.08319384,-0.014666387,0.015068199,-0.02099162,-0.04431248,-0.05288156,0.058156073,0.067444205,0.06317496,-0.027680092,-0.015198295,-0.025360234,-0.015038326,-0.066067144,-0.05145846,0.08977024,0.003126967,-0.037023064,-0.024427323,0.03475145,-0.003194861,-0.008662713,-0.011663547,-0.02972301,-0.061650965,-0.000955495,0.030818136,0.013437759,-0.020432334,-0.006490192,-0.04277113,0.041958798,0.04487308,0.057257887,-0.05038139,-0.006195443,-0.059291616,-0.017298298,0.05987293,0.008256222,-0.053330246,0.04526009,-0.03277661,-0.045763046,-0.017745765,0.060077965,0.04266307,-0.03412074,-0.020755153,0.12260157,0.05762854,0.0821945,-0.03643491,-0.024607012,0.061316628,0.029556872,-0.099423856,-0.005459407,-0.01884704,0.015090282,0.05020046,-0.024135666,0.012746818,-0.009456466,-0.057430875,0.033334646,0.014000492,-0.010542923,-0.036126032,0.09740004,0.054366063,0.056752883,-0.047435254,0.016108617,-0.00931681,-0.11449721,-0.037879907,-0.080736555,0.072013795,0.104368865,0.002509009,-0.021604063,0.001699551,-0.016795864,0.004159456,-0.001321106,0.017829524,0.036270004,0.062305145,-0.035806295,0.066706896,0.08489585,-0.070719995,-0.097190805,-0.06301066,0.005635497,-0.077491745,0.09223765,0.05416051,0.059166215,-0.10420901,0.064289406,0.001502729,0.08946567,0.00822619,-0.060513765,0.011361218,-0.04244248,-0.026427412,0.065538585,0.041403364,0.04527833,-0.049101602,0.021450665
26dapime,CC(=O)N[C@@H](CCC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],-0.005363591,-0.124052435,-0.002162737,0.071301505,-0.06198463,0.025549533,-0.006408942,-0.030946862,0.04392721,-0.017480496,-0.007034116,0.13088153,-0.06402982,-0.05510365,-0.108387776,-0.024790257,0.02227566,-0.024812164,-0.06070903,-0.0664164,0.06436844,0.08960443,0.08877624,-0.033889066,-0.032380965,-0.036081232,-0.020095194,-0.07174417,-0.06840096,0.100082725,0.016140895,-0.0589898,-0.02703312,0.041537035,-0.006373715,-0.025905453,-0.006808337,-0.020624349,-0.08449687,-0.005899034,0.026621912,0.015002991,-0.022358991,-0.001204703,-0.061327532,0.052027434,0.057128053,0.064144,-0.066246375,-0.00580182,-0.06893808,-0.021225538,0.05999958,0.016323969,-0.07348268,0.044657137,-0.04283711,-0.05534502,-0.03155332,0.08121884,0.05706963,-0.045658346,-0.012693158,0.1469004,0.07526381,0.101661325,-0.042205796,-0.027444504,0.07934662,0.03194419,-0.10919019,-0.004111797,-0.020959927,0.024250561,0.05861361,-0.03003405,0.015942894,-0.022605123,-0.062494475,0.037571985,0.017802829,-0.011899259,-0.043622356,0.11490045,0.08328024,0.07423053,-0.048457343,0.02094907,-0.014061827,-0.14844707,-0.04324683,-0.1102969,0.07507738,0.11975041,0.014600806,-0.031727307,0.002812965,-0.025913306,-0.003513367,0.004966782,0.021887857,0.03817552,0.07146844,-0.055060405,0.08345743,0.09412912,-0.08266843,-0.116451,-0.067148,-0.000749013,-0.09880713,0.11127408,0.059228227,0.071488954,-0.12789449,0.06486868,0.009286883,0.1138197,0.014272048,-0.072045736,0.017368926,-0.06025343,-0.026611516,0.08286068,0.04485535,0.05009485,-0.07188142,0.03204822
2agpe120,CCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+],-0.005336058,-0.14003563,0.000904212,0.07324035,-0.061983075,0.017998356,-0.007539614,-0.043268714,0.05993401,-0.020378074,0.003345882,0.14386262,-0.07277892,-0.060331028,-0.10648692,-0.019307347,0.02141927,-0.01554288,-0.06855064,-0.05913436,0.07732299,0.092961796,0.09115508,-0.03972288,-0.029606888,-0.024944205,-0.023023646,-0.08431107,-0.07664257,0.11250156,0.015803555,-0.056215934,-0.029284144,0.054451,-0.009654314,-0.014618997,-0.010884968,-0.031852085,-0.09131525,-0.00522059,0.042063024,0.0251544,-0.02373999,-0.008809715,-0.061201785,0.06209408,0.061274175,0.082978986,-0.06963923,-0.012121377,-0.083636045,-0.027161732,0.07743227,0.02040854,-0.078315176,0.059621748,-0.053256046,-0.06462887,-0.030652406,0.08949984,0.061734375,-0.053051364,-0.0255896,0.15597726,0.07853776,0.106915325,-0.03937486,-0.033640318,0.090122804,0.0393359,-0.12103357,-0.002335002,-0.028797667,0.02578393,0.06709193,-0.024940765,0.007316788,-0.020688832,-0.07161418,0.043096703,0.025683846,-0.014622746,-0.041354302,0.12125386,0.081956424,0.0906145,-0.05554791,0.03555548,-0.017550506,-0.15914916,-0.052494716,-0.115828894,0.08484579,0.13641608,0.009517101,-0.033377796,-0.001161567,-0.035965007,-0.002118741,0.009452391,0.019963577,0.041313548,0.07449086,-0.054354258,0.08629157,0.10644992,-0.09500786,-0.12297824,-0.0840463,-0.002594442,-0.1166593,0.109640144,0.07409551,0.07068808,-0.13306357,0.07417471,0.005043467,0.12123153,0.018196892,-0.0733465,0.02606155,-0.07317268,-0.034656525,0.08612441,0.04549563,0.057158016,-0.078672014,0.032722738
2agpe140,CCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+],-0.01057953,-0.14328834,-0.006577658,0.07394692,-0.05735646,0.026623167,0.006420114,-0.033454172,0.05440849,-0.013547441,0.00136734,0.1466919,-0.06361481,-0.052829422,-0.1099493,-0.031150213,0.023605255,-0.017416848,-0.062009864,-0.06665193,0.07734154,0.09722653,0.09369588,-0.04146376,-0.022032175,-0.0371841,-0.021919139,-0.08246343,-0.078183934,0.11547462,0.003948045,-0.057841998,-0.03809326,0.05655879,-0.014764655,-0.015585505,-0.008728234,-0.037403215,-0.079263814,-0.000516642,0.041623287,0.014978599,-0.022239631,-0.006837173,-0.055416804,0.06019912,0.05705325,0.080780245,-0.07959408,-0.004253378,-0.078599684,-0.033460665,0.065551214,0.005678702,-0.076326326,0.057042614,-0.044957023,-0.054138646,-0.024777785,0.08100487,0.05703796,-0.05138781,-0.011328373,0.15133087,0.085035756,0.10202848,-0.04413666,-0.038812015,0.090694435,0.050343603,-0.12202268,-0.013253232,-0.03410819,0.025194632,0.06265459,-0.035149507,0.014586249,-0.026752237,-0.06636847,0.033027243,0.032670412,-0.015752016,-0.05190579,0.12564932,0.07369717,0.07540854,-0.044357024,0.030968945,-0.018249055,-0.14988023,-0.046913996,-0.118273936,0.08185157,0.12748262,0.012780633,-0.03632593,0.00171905,-0.039566673,0.002073826,-0.000223095,0.016029479,0.04085359,0.08318011,-0.052124713,0.0871389,0.112220444,-0.10074488,-0.124968894,-0.08449823,0.004916641,-0.115271695,0.111896105,0.06471175,0.07018787,-0.12693535,0.0731414,0.012249354,0.121857904,0.014961147,-0.07412534,0.024074916,-0.07102611,-0.028198179,0.08607412,0.05744792,0.05824968,-0.072875336,0.025472566
2agpe141,CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O,-0.00597639,-0.14360847,-0.0033813,0.08235408,-0.068447,0.02085464,-0.000745978,-0.04446209,0.061135896,-0.022805844,-0.004766894,0.14607859,-0.0667881,-0.061564572,-0.1157713,-0.031090632,0.022824178,-0.030398197,-0.0591061,-0.06457505,0.06786883,0.100563966,0.10019262,-0.045766447,-0.032789346,-0.028695052,-0.032328323,-0.073725045,-0.064417064,0.12084973,0.006945061,-0.06448576,-0.027046217,0.058732312,-0.018679794,-0.01422334,-0.009156125,-0.030890513,-0.08423768,-0.000101178,0.028914187,0.014852241,-0.018265327,-0.012517053,-0.05711413,0.06100014,0.064524956,0.077929504,-0.06896196,-0.003969158,-0.075975195,-0.023812963,0.07628995,0.00801102,-0.0776078,0.05497333,-0.049610846,-0.055152047,-0.032637905,0.08190298,0.06631015,-0.04873166,-0.015769405,0.1605914,0.07770947,0.09837119,-0.04520632,-0.033869285,0.09148098,0.041071933,-0.1329119,-0.010300539,-0.039799597,0.019474784,0.07651634,-0.023817006,0.011267667,-0.025914496,-0.0770579,0.040679026,0.035140272,-0.01645925,-0.038883574,0.13022697,0.08151698,0.077680215,-0.05744895,0.03414829,-0.016181564,-0.14844684,-0.046447687,-0.12311639,0.085384734,0.1301316,0.012872582,-0.0340407,-0.008083943,-0.033481862,0.006215419,0.001916138,0.017992064,0.034166563,0.0799793,-0.053503368,0.08261801,0.109927386,-0.092303745,-0.1284241,-0.07272287,0.001842724,-0.11178381,0.119339265,0.06823642,0.08025778,-0.13746047,0.0722733,0.006966153,0.12327997,0.010872666,-0.079304785,0.026214493,-0.071159035,-0.025624583,0.089786775,0.04412702,0.058933854,-0.07086214,0.026207922
2agpe160,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+],0.001605805,-0.14175792,-0.005460778,0.07206207,-0.054342706,0.02221222,-0.001798729,-0.037773076,0.056590468,-0.020027846,-0.004618798,0.14150193,-0.06567592,-0.05440694,-0.10669585,-0.025750691,0.015435765,-0.018621074,-0.054473266,-0.06037784,0.060447957,0.08392496,0.088462524,-0.047713872,-0.029863281,-0.034905236,-0.033078328,-0.07023495,-0.07615245,0.10595038,0.013575338,-0.06283069,-0.036278903,0.04492466,-0.006112303,-0.015652316,-0.004632172,-0.02499135,-0.08168965,-0.007544152,0.03405663,0.016456697,-0.019022474,-0.006400713,-0.055937953,0.058422916,0.049077943,0.072781436,-0.077581346,-0.010131613,-0.0689529,-0.020611202,0.075532146,0.009051506,-0.08266134,0.060937896,-0.0431859,-0.052422397,-0.023508282,0.07986654,0.057803124,-0.056398474,-0.012814408,0.15176539,0.082626246,0.09185039,-0.035524245,-0.03323981,0.09019344,0.046992697,-0.12780003,-0.005770251,-0.02676184,0.016753262,0.061523695,-0.034261633,0.00598707,-0.021047922,-0.066379406,0.03175991,0.03534137,-0.01028825,-0.04210236,0.12137557,0.08264852,0.07259987,-0.053165007,0.023965016,-0.017517962,-0.15227365,-0.056060437,-0.11678637,0.08458544,0.12442757,0.009322731,-0.040097494,-0.005220722,-0.028703699,0.003832351,0.000146846,0.014961182,0.03314377,0.07094035,-0.04684444,0.09171563,0.10827721,-0.08954771,-0.118033856,-0.07249933,-0.000970102,-0.105472766,0.11018651,0.06862419,0.07132661,-0.13227157,0.06970457,0.00894641,0.12473828,0.016812209,-0.07258443,0.020629277,-0.07049961,-0.02109589,0.08890769,0.048873503,0.06259709,-0.06938213,0.03417883
