Mol,SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
cyst__L,[NH3+][C@@H](CCSC[C@H]([NH3+])C([O-])=O)C([O-])=O,-0.008749181,-0.10482831,-0.001662485,0.054198198,-0.045182034,0.018819977,0.001545866,-0.019349316,0.03957499,-0.010056219,0.001401982,0.09170134,-0.04646477,-0.0345787,-0.06972874,-0.012277865,0.017332064,-0.013044314,-0.037833273,-0.03848586,0.048531856,0.07058526,0.0698827,-0.036163807,-0.022361742,-0.017459443,-0.021370701,-0.052448772,-0.051618133,0.084141545,0.00281009,-0.043790493,-0.025721163,0.03643685,-0.015163971,-0.008205585,-0.004722243,-0.016009364,-0.06578644,0.000788344,0.017352866,0.013177316,-0.013799246,0.003992793,-0.04077373,0.03758125,0.038725164,0.055632118,-0.04377532,-0.008563802,-0.050215147,-0.017841723,0.050497644,0.010886303,-0.052618574,0.03988106,-0.041438863,-0.044590555,-0.019530758,0.058297917,0.04241656,-0.030991131,-0.007707362,0.10380948,0.056282945,0.07074473,-0.037118066,-0.021422973,0.054558832,0.03331123,-0.092309825,0.001285464,-0.018293304,0.015119502,0.045150034,-0.023972923,0.005313983,-0.017216954,-0.044422045,0.03069308,0.021201808,-0.012239229,-0.03297862,0.08016864,0.060471244,0.053719036,-0.0363518,0.024350803,-0.0071247,-0.10712322,-0.028563783,-0.077595495,0.055569567,0.08297909,0.006937953,-0.023798252,-0.000370876,-0.021695836,0.006257745,0.007954481,0.014281258,0.033448633,0.06342548,-0.03210515,0.06208756,0.080070615,-0.07337618,-0.08231732,-0.055343635,-8.30E-05,-0.082170874,0.08697156,0.049061682,0.058247905,-0.09883792,0.05827473,0.002280728,0.07875108,0.013674442,-0.048249576,0.02535604,-0.050257836,-0.017160907,0.068710566,0.030127918,0.046423487,-0.052830905,0.018019924
cytd,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-0.002814633,-0.114329636,-0.000984056,0.06425028,-0.049398404,0.012891403,-0.000757164,-0.035889216,0.04445806,-0.009763005,0.002901373,0.118597575,-0.060212452,-0.056178853,-0.09783612,-0.019570474,0.02375203,-0.026378881,-0.04643807,-0.053942814,0.06151439,0.076537035,0.07599626,-0.0328848,-0.02546535,-0.02010345,-0.018221846,-0.066433735,-0.050808895,0.09394536,0.002779852,-0.05189698,-0.030334612,0.044894084,-0.009246973,-0.015493906,-1.25E-05,-0.019832693,-0.06342594,-0.003815025,0.022847686,0.014724313,-0.01643374,-0.005493215,-0.05207444,0.05308772,0.047140304,0.06305702,-0.06659731,-0.015184093,-0.059810527,-0.027364105,0.052194245,0.015901336,-0.06579679,0.040732004,-0.046867624,-0.0551914,-0.019579804,0.06781479,0.053638022,-0.039634235,-0.011530468,0.13473557,0.068760805,0.080900714,-0.036915205,-0.025419833,0.071551576,0.03510972,-0.098368615,-0.007677803,-0.022768801,0.009249885,0.066041976,-0.021125633,0.007680388,-0.015426715,-0.050874792,0.038146157,0.021500198,-0.011472272,-0.043589644,0.09409934,0.06037721,0.06356731,-0.049893368,0.029641317,-0.023648342,-0.123071,-0.034711204,-0.09603165,0.06836824,0.10174795,0.00782991,-0.024874108,-0.002455394,-0.030796317,-0.001624316,0.00041535,0.017538246,0.04066561,0.06955335,-0.039891887,0.079105824,0.09029614,-0.07656123,-0.10385157,-0.071628995,-0.003589513,-0.08974182,0.08990943,0.059881456,0.057264958,-0.11177099,0.0640337,0.009863858,0.09662158,0.01686344,-0.06458245,0.020934628,-0.05205761,-0.023565367,0.08311766,0.046362374,0.05498402,-0.061745264,0.022488326
dad_2,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1,-0.000945164,-0.1420349,0.00089176,0.077208295,-0.057907224,0.015343902,-0.003083459,-0.03688446,0.052121297,-0.017549507,-0.000817428,0.13770111,-0.063366815,-0.061289422,-0.11259419,-0.025385203,0.022066237,-0.024399284,-0.06575737,-0.064391285,0.066977866,0.098953724,0.093679205,-0.043402944,-0.029638048,-0.030664809,-0.03524368,-0.08204809,-0.07269228,0.114644855,0.002740225,-0.060251467,-0.030676208,0.04442126,-0.005367149,-0.01387341,-0.009037751,-0.021165388,-0.08440342,-0.001417723,0.028379874,0.02129865,-0.025599513,0.001763437,-0.06155416,0.05815338,0.06201819,0.0741233,-0.07178316,-0.01725873,-0.06604576,-0.022093803,0.07505962,0.013721544,-0.07120527,0.053237222,-0.050794747,-0.051157527,-0.03230082,0.08342826,0.053573225,-0.056762796,-0.012223707,0.15803084,0.07852225,0.09155182,-0.032401644,-0.039214335,0.08792215,0.046946544,-0.12384314,-0.004999904,-0.031223703,0.02589966,0.07200026,-0.031879697,0.019494588,-0.027145622,-0.06945956,0.04551508,0.029541034,-0.013213647,-0.038056087,0.12777258,0.0797839,0.08502552,-0.05866199,0.022355724,-0.018318303,-0.14412354,-0.052594516,-0.10614918,0.08598376,0.13191341,0.014778122,-0.03615076,-0.007806391,-0.030335883,0.009950616,0.008678271,0.018168828,0.035512906,0.07859392,-0.05055231,0.089588106,0.096422836,-0.0962537,-0.110327914,-0.079055086,0.003517567,-0.10163883,0.10981111,0.06267742,0.067610666,-0.13867019,0.069092296,0.013667858,0.113222875,0.018749982,-0.0758429,0.02942008,-0.06949048,-0.023015697,0.08618409,0.04240103,0.056472138,-0.07686273,0.03624195
dad_5,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,-0.009732469,-0.11540464,-0.00602814,0.07052459,-0.050374463,0.01596201,-0.003546667,-0.02118852,0.045928523,-0.017860318,-0.009977659,0.114866465,-0.058049545,-0.04739521,-0.08173571,-0.02718047,0.022248188,-0.01851184,-0.05535667,-0.05588045,0.05557606,0.07354983,0.08059727,-0.032421514,-0.020873174,-0.031109372,-0.028852673,-0.0603236,-0.06381815,0.10024653,0.00788804,-0.044878375,-0.029083377,0.038844727,-0.014488639,-0.022346905,-4.45E-06,-0.022920096,-0.072871044,0.003384078,0.021592688,0.013379774,-0.017519316,-0.003498352,-0.049727462,0.040230412,0.050882574,0.05606457,-0.065085426,-0.011499291,-0.0678311,-0.023444526,0.05122723,0.015678495,-0.070426844,0.050536454,-0.049002826,-0.040084325,-0.022078728,0.0634556,0.042953968,-0.040211163,-0.009432047,0.12312355,0.07100513,0.08337683,-0.03206238,-0.035669032,0.07612524,0.039379086,-0.102518335,-0.007864592,-0.02202452,0.022017743,0.05210775,-0.025272202,0.004783284,-0.013661806,-0.06357415,0.02662349,0.021833962,-0.012075401,-0.03810018,0.101871185,0.06261772,0.062707864,-0.0506745,0.015268656,-0.011943098,-0.12617241,-0.04354062,-0.09786412,0.074304506,0.10807111,0.004917515,-0.03487377,0.003737345,-0.01858833,0.006592693,-0.003026965,0.020817954,0.025868267,0.06335618,-0.050375145,0.07638552,0.08319045,-0.06974447,-0.092879,-0.056742597,-0.004469116,-0.09317899,0.09925899,0.050613426,0.06021988,-0.11242405,0.07005231,0.006886556,0.09094394,0.005985093,-0.059522796,0.023085432,-0.051073972,-0.014761947,0.08067643,0.03738224,0.050498623,-0.053587336,0.027787633
dadp,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O1,0.002754883,-0.134305,0.000300308,0.08297794,-0.071185194,0.017280726,-0.007921749,-0.036678758,0.05832272,-0.022110483,0.000537439,0.1324946,-0.07072728,-0.05381958,-0.112354785,-0.01904882,0.028816761,-0.028804641,-0.05870208,-0.064473964,0.06722005,0.087372944,0.08874469,-0.046899207,-0.020231798,-0.028271599,-0.032638773,-0.07236463,-0.07118163,0.11459533,0.011101628,-0.05810576,-0.028074747,0.060585782,-0.020465685,-0.0223113,-0.004325913,-0.028353063,-0.08918751,-0.004428347,0.03058148,0.028233329,-0.028040316,-0.010718805,-0.06971845,0.06033649,0.05645458,0.08043515,-0.07975691,-0.00528849,-0.07696613,-0.029005647,0.07048683,0.011620427,-0.07634095,0.053880647,-0.058837403,-0.05504853,-0.022885364,0.0930255,0.056482464,-0.04670851,-0.012735271,0.15077376,0.08434849,0.10008962,-0.041184448,-0.030223861,0.08730632,0.04496859,-0.1270669,-0.010443508,-0.023320986,0.019145282,0.06585888,-0.023960479,0.014972245,-0.017541088,-0.07483822,0.043509,0.026216337,-0.010858144,-0.042773385,0.12761836,0.074497625,0.0835327,-0.052641258,0.028820924,-0.018758625,-0.15309161,-0.05720467,-0.11543179,0.0854692,0.13183117,0.014375199,-0.034789603,-0.000193084,-0.027579758,0.000681837,0.009545439,0.027292704,0.039615307,0.08554459,-0.05154439,0.082666874,0.10436589,-0.09357723,-0.11993297,-0.0748551,-0.001266976,-0.11874141,0.11564067,0.06909432,0.07596064,-0.13765684,0.076555066,0.011063992,0.12742406,0.018819625,-0.073089465,0.030537814,-0.06996333,-0.026468089,0.08865488,0.0422175,0.056719806,-0.07005779,0.041785426
damp,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])([O-])=O)O1,-0.004494546,-0.123922065,0.003506437,0.07312058,-0.06230769,0.025886366,-0.008671938,-0.029264906,0.05650828,-0.020363074,-0.005650737,0.12825572,-0.0671309,-0.049264055,-0.10878895,-0.022413617,0.022160895,-0.021120165,-0.05456957,-0.055132933,0.064880386,0.079442546,0.08663963,-0.034879636,-0.02427939,-0.022388056,-0.033455875,-0.079095416,-0.06171847,0.107661165,0.001079913,-0.05572778,-0.03166416,0.04989279,-0.00942625,-0.025136063,-0.003387729,-0.021657854,-0.07724631,0.00162276,0.025520999,0.025073815,-0.023928974,-0.008086037,-0.059554838,0.046630014,0.059951548,0.06340219,-0.07300368,-0.012061057,-0.06816632,-0.017411456,0.07188048,0.008007206,-0.06877038,0.048783682,-0.05310806,-0.050256338,-0.030208873,0.076850325,0.057455834,-0.055803448,-0.02274886,0.14865838,0.0689954,0.090334214,-0.044904616,-0.038834006,0.087778986,0.03665821,-0.11198849,-0.007060065,-0.018776841,0.01621914,0.06187193,-0.033118118,0.010051088,-0.020637134,-0.06720475,0.030524079,0.021823462,-0.009441498,-0.04531321,0.117751166,0.08128056,0.070096105,-0.057443127,0.02001428,-0.023517942,-0.13972154,-0.05297456,-0.102983005,0.07801575,0.12515952,0.013615499,-0.030196603,-0.000201563,-0.036766976,0.008613051,-0.000212229,0.018416533,0.03354348,0.07522674,-0.0485562,0.08445925,0.09993872,-0.08994899,-0.1108136,-0.06587145,0.001366085,-0.09756962,0.1091485,0.06120087,0.06992588,-0.121140845,0.07395306,0.005429046,0.11631485,0.012229673,-0.06860641,0.024855107,-0.05760456,-0.023105295,0.081416436,0.041116547,0.050052956,-0.065353885,0.03357122
dann,C[C@H]([NH3+])[C@H]([NH3+])CCCCCC(=O)[O-],0.001747175,-0.104057744,0.006268285,0.064536385,-0.039664645,0.012027198,-0.002394271,-0.028773038,0.040801015,-0.019422922,0.00219975,0.10511224,-0.056527432,-0.04696534,-0.076385,-0.021153266,0.025023196,-0.02414161,-0.05408029,-0.048088532,0.05194972,0.06457228,0.06739959,-0.03398121,-0.018365433,-0.025141641,-0.01847442,-0.06469402,-0.054863486,0.08801706,0.008098598,-0.049009975,-0.03123144,0.046252046,-0.012729595,-0.016052,-0.008591371,-0.013497748,-0.060573466,-0.004155349,0.029615505,0.01702996,-0.01254007,-0.002037986,-0.039356187,0.04452399,0.03954173,0.058599073,-0.057203032,-0.007639891,-0.047139876,-0.020477762,0.051395994,0.012239335,-0.054963417,0.04751337,-0.03401327,-0.050376352,-0.01926355,0.065446325,0.03802847,-0.033258207,-0.017117929,0.105670474,0.06535152,0.08034735,-0.023852048,-0.031124506,0.067396216,0.035441287,-0.09696286,-0.011082822,-0.024951093,0.02244656,0.049547125,-0.020709101,0.011122008,-0.0203675,-0.05003625,0.02888307,0.02570174,-0.011115802,-0.028138872,0.091150634,0.06445258,0.05554408,-0.035554226,0.012665851,-0.01791007,-0.11570068,-0.039446022,-0.08841469,0.06165991,0.09351601,0.002361168,-0.029532641,0.004228746,-0.016902164,-0.000671323,0.010764598,0.02178542,0.035012644,0.06554471,-0.040585235,0.0606021,0.075132445,-0.06109549,-0.08208753,-0.058999334,0.007013527,-0.07817143,0.084958054,0.046535198,0.05518396,-0.10106584,0.059542157,0.010494073,0.09382613,0.008275948,-0.05533025,0.015519489,-0.045106888,-0.01736852,0.06510342,0.032121733,0.038026527,-0.051563814,0.032104664
Dara14lac,OC[C@H]1OC(=O)[C@@H](O)[C@@H]1O,-0.006619791,-0.08874543,-0.005329551,0.046291664,-0.04798461,0.018684244,0.002349074,-0.022594834,0.04064712,-0.014432958,0.001378306,0.08591491,-0.04501428,-0.032330867,-0.07136415,-0.023737255,0.007304555,-0.015577585,-0.04095048,-0.04134025,0.042592283,0.050971437,0.06375191,-0.03262219,-0.012801702,-0.027643373,-0.015325771,-0.04928035,-0.04001278,0.07695518,0.002981353,-0.03563337,-0.026088815,0.031580515,-0.006559227,-0.013790181,-0.007115358,-0.022639692,-0.052668884,0.004559082,0.024672132,0.013107465,-0.017988354,-0.004548137,-0.036379326,0.032777667,0.03506462,0.055688575,-0.048392024,-0.00760688,-0.041530468,-0.017133484,0.04826176,0.004738183,-0.05311333,0.04055137,-0.03889803,-0.035993356,-0.01574886,0.060147237,0.033609323,-0.032398723,-0.008060938,0.10372919,0.043478917,0.065129995,-0.030671548,-0.02746581,0.05946711,0.03328353,-0.07566216,0.001118057,-0.018063758,0.014089166,0.03658893,-0.016681217,0.001091724,-0.020528229,-0.04854568,0.029894436,0.00919829,-0.007491355,-0.02318052,0.076709904,0.049775027,0.049830746,-0.026576947,0.0247278,-0.020399453,-0.094756484,-0.02916712,-0.076047234,0.056180935,0.086486556,-0.000205418,-0.029684361,0.004522197,-0.02550302,-0.001851083,0.002372298,0.016182518,0.026999885,0.048101027,-0.03532341,0.052736863,0.07316729,-0.05311603,-0.07536159,-0.05420192,-0.00710002,-0.07031841,0.06519641,0.05114644,0.040725425,-0.08799437,0.047906827,0.003933762,0.07031002,0.012931571,-0.043655924,0.022065077,-0.03347058,-0.011525144,0.051164158,0.030604215,0.041399058,-0.051349115,0.015127935
datp,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O1,-0.006828859,-0.13407868,-0.007149286,0.07206834,-0.06446647,0.020693097,-0.007575655,-0.025720764,0.06122636,-0.024978055,-0.010988472,0.12605378,-0.06430319,-0.063272215,-0.11148998,-0.029939994,0.02114992,-0.019848896,-0.058858342,-0.068592116,0.0711521,0.081779495,0.084381014,-0.03768449,-0.020905042,-0.029394295,-0.02239042,-0.08110262,-0.060574725,0.114141606,0.011628244,-0.050508797,-0.035320368,0.0587852,-0.012889186,-0.021482142,-0.008933264,-0.027179139,-0.075641796,0.009625779,0.03944259,0.02271062,-0.024556164,0.001440417,-0.067303106,0.049529828,0.062184192,0.073166266,-0.07285732,-0.019651549,-0.07845371,-0.025348598,0.06166547,0.005405709,-0.07755349,0.04619024,-0.043747455,-0.063509405,-0.031915516,0.0801002,0.056322653,-0.053550575,-0.019271847,0.14541127,0.06973071,0.10097929,-0.03658613,-0.031972885,0.081907995,0.04093692,-0.12497669,-0.012382284,-0.032576803,0.01281469,0.060613763,-0.026633048,0.005597502,-0.02690626,-0.060821693,0.043582775,0.019656597,-0.02174333,-0.040431682,0.12555055,0.07975559,0.077108644,-0.059133258,0.034147747,-0.023094794,-0.14548051,-0.045356855,-0.11422084,0.08614075,0.12430812,0.01063697,-0.037214845,-0.004746769,-0.035946798,0.005254697,0.008338919,0.026029617,0.047140952,0.08065374,-0.043724976,0.08549406,0.10972217,-0.08372499,-0.11995084,-0.07212257,0.006890692,-0.11362501,0.10331054,0.073164746,0.06414765,-0.13823645,0.07591141,0.005660912,0.12153996,0.010493975,-0.077225536,0.028014034,-0.06660834,-0.02079059,0.09247128,0.04778487,0.0637089,-0.06830903,0.037706364
db4p,CC(=O)C(O)COP(=O)(O)O,-0.011110044,-0.10503533,0.000171262,0.058304463,-0.0506468,0.008297554,0.002195002,-0.02919861,0.045016058,-0.010081892,-0.009776117,0.10483726,-0.050059766,-0.043008026,-0.07801345,-0.01657983,0.020528534,-0.023035154,-0.048609175,-0.038872045,0.047070857,0.06917818,0.06695288,-0.033679027,-0.012566119,-0.020606693,-0.023568043,-0.054113384,-0.052883092,0.07808087,0.011621878,-0.03565524,-0.029415498,0.031966347,-0.007204003,-0.00803823,-0.00426214,-0.027256576,-0.058379788,0.004894959,0.029008469,0.010087798,-0.020343265,-0.00898512,-0.048705325,0.043510284,0.047873177,0.060549404,-0.044339772,-0.009081339,-0.058662552,-0.019925784,0.05005261,0.005395598,-0.054985717,0.032363307,-0.036802713,-0.03539828,-0.024864893,0.06270357,0.04468238,-0.04298591,-0.010309566,0.114407875,0.05162459,0.06643952,-0.029787691,-0.029193314,0.05809581,0.034620855,-0.091871135,-0.006403001,-0.017443344,0.012315083,0.05531878,-0.017337246,0.013475737,-0.009846234,-0.055337798,0.031329196,0.021278558,-0.004542403,-0.022839611,0.088337734,0.06251983,0.060282417,-0.03428793,0.024149949,-0.014467182,-0.10083277,-0.037885346,-0.07330163,0.068415724,0.088803165,-0.000472959,-0.029222077,0.000111706,-0.017747065,0.002567298,0.000289557,0.010430544,0.03477555,0.06426718,-0.0339509,0.068526246,0.08147211,-0.070822,-0.09037626,-0.047978055,-0.000350058,-0.082129285,0.07836201,0.05009852,0.046877027,-0.09157534,0.047238007,0.005312986,0.082648635,0.012820871,-0.049024735,0.013465717,-0.0487251,-0.0201838,0.065732926,0.039099324,0.0459343,-0.0519838,0.024279125
dc2coa,CCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-0.003072579,-0.118662216,-0.008848573,0.06908813,-0.0590728,0.010960787,-0.002997039,-0.027808456,0.05192143,-0.008646091,-0.005708768,0.12530473,-0.054142036,-0.053917166,-0.09416936,-0.018540883,0.014190505,-0.023520509,-0.05999533,-0.058346186,0.0627576,0.072607644,0.07476507,-0.03451119,-0.0266683,-0.025099643,-0.032023016,-0.065283895,-0.06611273,0.095631875,0.01286727,-0.047934387,-0.025848728,0.043677293,-0.013539017,-0.021957088,-0.008516377,-0.017112916,-0.0779916,-0.002600017,0.03845874,0.017148059,-0.020875929,-0.005598028,-0.051850367,0.059028223,0.045870233,0.06769441,-0.06701945,-0.014371389,-0.06796315,-0.026873033,0.067814484,0.017727371,-0.062157106,0.05110776,-0.043133326,-0.052751258,-0.016335536,0.072003484,0.05796917,-0.048501726,-0.022096785,0.14280501,0.07242492,0.09409424,-0.043646254,-0.028661499,0.06873236,0.042637136,-0.10323996,-0.00051496,-0.026105994,0.02204964,0.064638704,-0.026346145,0.006587328,-0.011869862,-0.06819898,0.042098634,0.018414108,-0.006676094,-0.0397462,0.10819835,0.07470296,0.06459174,-0.041674465,0.024967156,-0.024987897,-0.13294514,-0.037409082,-0.09257063,0.066623576,0.11656336,0.000822061,-0.02651317,-0.004803328,-0.029972082,0.007559582,0.002387837,0.010928104,0.04395001,0.07143209,-0.044440433,0.0808724,0.0947003,-0.07423866,-0.10281894,-0.07209009,0.002145783,-0.0892363,0.1063927,0.05895166,0.06909053,-0.11634523,0.064066514,0.008962171,0.104388066,0.01251071,-0.06284909,0.021907922,-0.05050946,-0.020600842,0.07903336,0.038051102,0.045282736,-0.05875889,0.035160195
dca,CCCCCCCCCC(=O)[O-],0.001259693,-0.10195605,-0.007742064,0.062265392,-0.045825582,0.010093611,-0.004712296,-0.028100735,0.03573887,-0.006490661,-0.003920316,0.09374352,-0.04467465,-0.0357369,-0.08445332,-0.015360177,0.013608861,-0.018229218,-0.053053543,-0.042873725,0.05406566,0.06305758,0.07366722,-0.03461031,-0.017148267,-0.021506311,-0.026305223,-0.059606675,-0.050519604,0.07839598,-0.001171164,-0.040433574,-0.022901097,0.044239346,-0.013374777,-0.014735392,0.000574857,-0.02619975,-0.052599497,-0.007143229,0.022739246,0.013188001,-0.012368636,-0.000239354,-0.037024427,0.043811634,0.040019937,0.059649523,-0.04398604,-0.002912142,-0.04784225,-0.022298358,0.05522863,0.015225221,-0.052796658,0.032614067,-0.0358527,-0.03910547,-0.022879608,0.06209039,0.04196906,-0.04562099,-0.007300384,0.11851536,0.060684416,0.07204769,-0.022223195,-0.0226972,0.069219574,0.024115305,-0.085706174,-0.011602829,-0.018771976,0.012256924,0.049391784,-0.021431644,0.010460014,-0.022670845,-0.044519365,0.02703212,0.025369637,-0.002437542,-0.030059407,0.083934695,0.055992898,0.061573632,-0.03911767,0.020848496,-0.007777242,-0.10631018,-0.029096588,-0.08266934,0.06475184,0.09246116,0.012880613,-0.026561663,-0.001494073,-0.020513069,0.00056637,0.006953782,0.014472449,0.026329558,0.057384126,-0.03127658,0.059784375,0.07533763,-0.07029292,-0.08856654,-0.04815977,-3.34E-05,-0.07809922,0.0838108,0.054034065,0.059236757,-0.09901375,0.057044253,0.00296771,0.078820355,0.005481302,-0.05219452,0.022303661,-0.051508103,-0.027230447,0.07282669,0.03303622,0.04326485,-0.060501575,0.016958263
dcacoa,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],-0.011592346,-0.11695413,-0.001390504,0.07123101,-0.060591906,0.010720834,-0.000462891,-0.031232662,0.041127928,-0.013672478,-0.008809582,0.12097225,-0.056248352,-0.051487636,-0.087361455,-0.02243785,0.021847839,-0.012957675,-0.053263184,-0.055773165,0.05647185,0.076363675,0.08486034,-0.03289245,-0.025474228,-0.028004909,-0.018916763,-0.0651092,-0.06670533,0.09002784,0.002993902,-0.049821183,-0.03589836,0.038786035,-0.0064901,-0.023030676,0.000994445,-0.027239822,-0.07286104,-0.002384791,0.022134095,0.025150986,-0.013216231,0.003264643,-0.052699164,0.051443394,0.042161167,0.05587076,-0.063789316,-0.005175563,-0.0576101,-0.025867779,0.057449356,0.00931548,-0.07043106,0.04815117,-0.045518108,-0.046707995,-0.020486388,0.06742004,0.0499632,-0.05037019,-0.013367396,0.13615096,0.07029099,0.089205086,-0.036325388,-0.029068442,0.07028599,0.03694682,-0.09957961,-0.008559539,-0.018300258,0.00948858,0.051355045,-0.03234314,0.007210592,-0.02082765,-0.053214844,0.03853378,0.020379124,-0.019064983,-0.032848556,0.10843754,0.06782592,0.07434796,-0.050178412,0.018486321,-0.015147706,-0.12193372,-0.043454133,-0.0868812,0.06734961,0.0991422,0.012969699,-0.035999134,-0.000750935,-0.024754528,0.005736317,-0.00021555,0.014737085,0.033201538,0.068107896,-0.04313983,0.074222215,0.08336318,-0.07594627,-0.104663774,-0.063811004,-0.005768081,-0.09529093,0.102000445,0.058262255,0.06706747,-0.117487244,0.064322576,0.015037216,0.100733414,0.008455589,-0.060899984,0.01593165,-0.06168894,-0.025343489,0.08318297,0.043489654,0.043125037,-0.065567866,0.030181952
dcamp,O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O,-0.009194052,-0.12371489,0.005162889,0.06705293,-0.058251083,0.022094538,-0.000293197,-0.03238889,0.0484469,-0.023933746,-0.003258979,0.118134044,-0.059037313,-0.054151785,-0.09905712,-0.019350214,0.02020834,-0.025339799,-0.052586623,-0.0497163,0.061789934,0.0842368,0.07645814,-0.0371461,-0.022439053,-0.034289647,-0.01668621,-0.0638591,-0.063559055,0.10450041,0.009485644,-0.0569993,-0.033878393,0.041666094,-0.008941723,-0.009552935,-0.008918228,-0.02504876,-0.069297954,0.007523929,0.037673917,0.023745563,-0.011278733,-0.010330465,-0.060298003,0.042999413,0.057333905,0.06982645,-0.05350508,-0.01114051,-0.06716745,-0.015241106,0.052136354,0.009925874,-0.06550226,0.043803,-0.05127082,-0.055810332,-0.016905196,0.0694881,0.04661524,-0.04364746,-0.008899462,0.13061565,0.06238181,0.085824616,-0.03360272,-0.024385246,0.067231245,0.026808612,-0.10467561,-0.005770766,-0.030084403,0.017060045,0.0659693,-0.03179038,0.010794909,-0.0237545,-0.057185687,0.028391143,0.021231374,-0.009912515,-0.035220686,0.09833422,0.06911921,0.0637664,-0.051571093,0.026801297,-0.008864916,-0.12899403,-0.04274373,-0.096192114,0.06648897,0.11581568,0.008034631,-0.027495477,-0.006863489,-0.031608548,-0.00288301,-0.001912131,0.018322263,0.038225252,0.061864235,-0.0477511,0.06657269,0.08811361,-0.08175288,-0.104841106,-0.06590165,0.00085943,-0.09336273,0.097447015,0.05819799,0.057355322,-0.111969,0.06986781,0.014496521,0.09423175,0.01103344,-0.07000779,0.027792847,-0.047339216,-0.01967675,0.082705125,0.035580765,0.052615214,-0.059930827,0.027005281
dccoa,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12,-0.003283479,-0.11674639,-0.002538239,0.0706712,-0.052088268,0.018227657,-0.010065676,-0.028951166,0.04305933,-0.022085909,-0.011341239,0.11058847,-0.052078024,-0.04165857,-0.088346764,-0.02491558,0.022910157,-0.02620431,-0.053143494,-0.05644567,0.05156668,0.07613581,0.0762384,-0.029357143,-0.021505095,-0.031916082,-0.023579642,-0.067556016,-0.055527363,0.09989567,0.013018817,-0.048352983,-0.02614008,0.03996248,-0.01834492,-0.008208505,-0.003660667,-0.018085899,-0.07386652,0.001273503,0.024604766,0.02699925,-0.010322134,-0.006991854,-0.051147904,0.053207196,0.05020475,0.06131324,-0.06203407,-0.004897708,-0.06946032,-0.023320012,0.055142824,0.013608183,-0.063151136,0.052618373,-0.049027093,-0.047585387,-0.01612427,0.06877073,0.057648983,-0.038304023,-0.01576442,0.12903218,0.060774233,0.08118337,-0.035810918,-0.027840037,0.064183496,0.03642357,-0.11063072,-0.004896628,-0.027618036,0.014285285,0.0522285,-0.019962631,0.011350763,-0.024164598,-0.059897155,0.03247575,0.01567576,-0.020325728,-0.0341763,0.09701387,0.06911887,0.06362317,-0.03818825,0.016705802,-0.02053291,-0.12997602,-0.038925786,-0.09289599,0.06753068,0.1029417,0.00846544,-0.032477777,-0.005038853,-0.026992582,0.001232293,0.003688964,0.011134363,0.034849655,0.06705624,-0.050625667,0.08192736,0.08727829,-0.08498567,-0.10491018,-0.06785597,0.000481012,-0.09193583,0.10177501,0.05830239,0.063959554,-0.119285576,0.06654389,0.015633298,0.10286722,0.009563832,-0.067748144,0.028075898,-0.051613864,-0.016902447,0.07760215,0.043164697,0.049288683,-0.06744003,0.030069008
