Mol,SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
cyan_p,C#N,0.07065331,-0.023996549,-0.15999617,0.09962094,0.02978534,-0.14520732,-0.055358548,-0.14630018,0.004094635,-0.1144668,-0.110577144,0.06720661,-0.15372068,0.05235193,-0.020745674,0.11563505,-0.10195447,-0.013242262,-0.09829721,0.04352311,0.019950492,0.07768239,0.03356574,0.014451613,0.03165076,0.016270643,0.09190675,-0.14452301,-0.042107243,0.014129284,-0.030579638,-0.03949696,-0.007124814,0.019892525,-0.023900976,-0.030313922,-0.002397324,-0.007686732,0.003352639,0.027208585,-0.15226586,-0.10284246,0.005828833,0.009710504,-0.04290019,-0.031182233,0.008557306,0.06525898,-0.011981613,-0.06250647,0.0748626,-0.12833096,0.14767423,-0.12304978,-0.025572434,0.07075685,-0.034870584,-0.04421214,-0.104870275,0.07010114,-0.021464702,0.07609235,0.17544603,0.1004913,0.061039567,-0.032307014,-0.03803354,-0.03978015,0.18752152,0.089718126,-0.025957009,-0.035888948,0.108574376,-0.019922694,0.059758496,-0.09201057,-0.064989634,-0.01446351,-0.061613597,0.08757876,-0.0869279,-0.10554438,-0.045252938,0.03386927,0.07256412,0.01742091,-0.008549169,-0.03519591,0.17759362,-0.063086584,0.12701687,-0.09731028,-0.06073564,0.07171241,0.08731523,0.036151253,0.11776658,-0.11150218,0.009446245,-0.15782145,0.0374028,0.019333543,0.1293586,-0.03784669,0.024397269,0.001856505,-0.013312264,0.06836531,0.034986164,-0.02379022,-0.075862624,0.07084402,0.003012038,0.007751901,-0.076562464,0.10058437,-0.12886074,-0.012377554,0.013384949,0.023714513,0.017078599,0.032313243,0.03812643,-0.05923228,-0.008176126,0.112043545,0.10204499,-0.054469936
cynt_c,N=C=O,0.07229124,-0.01676416,-0.16224726,0.10196718,0.02978335,-0.14759657,-0.04095149,-0.13749245,0.005631327,-0.114042535,-0.119199544,0.058972724,-0.15455776,0.038745724,-0.028080257,0.1176206,-0.100862116,-0.012676303,-0.094323464,0.046613164,0.025051132,0.07834198,0.03645625,0.010415072,0.027417423,0.008799086,0.09200417,-0.13929257,-0.0283197,0.007560451,-0.023495266,-0.036437042,-0.00154464,0.016810091,-0.021657078,-0.030773373,0.007431432,-0.016871687,0.001170431,0.031630788,-0.14826633,-0.1007164,0.003012886,0.012138507,-0.04127874,-0.026866708,-0.00399705,0.062826,-0.01999686,-0.0635162,0.064682975,-0.12126602,0.14683168,-0.11530076,-0.026219223,0.057561804,-0.020544766,-0.039135344,-0.09853166,0.05333998,-0.028211452,0.07835878,0.17271464,0.10284132,0.067988895,-0.023733895,-0.04960107,-0.0442593,0.17814776,0.08317238,-0.025749866,-0.03552765,0.10610313,-0.0129886,0.049759082,-0.09113616,-0.06069751,-0.011913366,-0.05775471,0.07408945,-0.07778509,-0.09678424,-0.028980704,0.03340739,0.062040858,0.014996327,-0.00791458,-0.0254585,0.17753084,-0.054260734,0.12938118,-0.088320956,-0.05129882,0.06255572,0.08862669,0.034499113,0.11292903,-0.108126074,0.007939556,-0.15874714,0.040188592,0.021176537,0.118123986,-0.032061882,0.025065487,-0.00273317,-0.014302704,0.07079155,0.046516176,-0.01904277,-0.072089896,0.07685378,-0.005658545,0.002485663,-0.07503136,0.093997575,-0.121295996,-0.00911812,0.018812226,0.01776811,0.025942216,0.03850865,0.037046243,-0.052584644,0.000336015,0.11110628,0.096855044,-0.05333549
cynt_p,N=C=O,0.06387711,-0.014689111,-0.14828342,0.09809885,0.026783185,-0.14420876,-0.04359358,-0.13525727,0.009106345,-0.10802657,-0.11251295,0.06551951,-0.1484856,0.04549257,-0.025960991,0.10721528,-0.09395011,-0.004602628,-0.09974839,0.046680115,0.025072873,0.08765127,0.032360427,0.023434972,0.037819553,0.01334046,0.08497928,-0.1376856,-0.027237004,0.017091561,-0.024824176,-0.03599296,-0.014417746,0.02654932,-0.011662677,-0.02051364,0.005244009,-0.008159827,0.006446379,0.03046095,-0.1434224,-0.09256778,-0.008056378,0.014969278,-0.028839607,-0.026132721,-0.002064905,0.05923254,-0.015480812,-0.06291911,0.072065495,-0.116736196,0.14000742,-0.11078378,-0.019545281,0.061028175,-0.028257454,-0.043985378,-0.09602816,0.052998852,-0.033994045,0.07607789,0.16159196,0.08887529,0.07172505,-0.02760547,-0.03519525,-0.04980397,0.1653873,0.08582626,-0.015249509,-0.033110894,0.09097669,-0.015133434,0.046215314,-0.080231346,-0.06260079,-0.012483361,-0.053335268,0.072986715,-0.07596305,-0.09251949,-0.04264828,0.036218155,0.056236863,0.011867932,-0.010273905,-0.026957072,0.18452917,-0.059145126,0.12070033,-0.09109946,-0.046028085,0.07210502,0.09056442,0.03668373,0.10593259,-0.115097776,0.008122118,-0.16117609,0.037206344,0.031045573,0.11949161,-0.030143999,0.024164286,-0.007323665,-0.023764009,0.060457505,0.037000585,-0.026921583,-0.07117984,0.07466308,0.007902475,0.01062961,-0.071554765,0.09996135,-0.12730436,-0.005856442,0.027523477,0.012964847,0.021034623,0.04083253,0.04185952,-0.05458781,-0.004701018,0.09843779,0.096390165,-0.05166554
cys__D_c,[NH3+][C@H](CS)C(=O)[O-],0.041283086,-0.002555793,-0.09401563,0.06978741,0.015315416,-0.08555383,-0.03361289,-0.096502,0.012901704,-0.07153792,-0.07788567,0.045680217,-0.09588583,0.032218534,-0.015708951,0.06857415,-0.06872589,0.001384132,-0.07006899,0.020739939,0.008500154,0.058179777,0.022306984,0.01843442,0.014822591,0.006826443,0.05393244,-0.09567666,-0.022078913,0.003545456,-0.022755438,-0.025495168,-0.007750927,0.022086166,-0.019187458,-0.01894397,0.004297486,-0.00765694,0.004776245,0.022197586,-0.10214422,-0.064679064,0.000357046,0.014719279,-0.025994336,-0.012105824,0.0063552,0.044466976,-0.01568697,-0.040313073,0.051688466,-0.08550432,0.097856574,-0.071931645,-0.019317076,0.044110138,-0.01468652,-0.030532941,-0.056791864,0.036509227,-0.01787446,0.05144394,0.10887352,0.061334953,0.04058468,-0.013828326,-0.03372292,-0.028145047,0.1142611,0.06007656,-0.022999646,-0.02513653,0.06749722,-0.011772886,0.0373976,-0.06000419,-0.046790924,-0.01637536,-0.039891712,0.056846548,-0.05008688,-0.05846322,-0.026029425,0.02714992,0.039277628,0.004549292,-0.012304042,-0.014659896,0.112026006,-0.030779952,0.07404399,-0.055163916,-0.039097954,0.05134267,0.061707117,0.03448442,0.07726703,-0.07986523,0.011367018,-0.10779313,0.031134509,0.017439194,0.08311749,-0.016121987,0.023860667,0.000953432,-0.017278109,0.04057922,0.02973687,-0.015250503,-0.04563584,0.05441103,0.00149883,0.004645954,-0.05145952,0.055953875,-0.07529059,-0.010121888,0.009960076,0.014512876,0.013910964,0.029206863,0.03133017,-0.03974701,0.006042901,0.075036265,0.06462803,-0.033982467
cys__L_c,[NH3+][C@@H](CS)C([O-])=O,0.036158733,-0.008817404,-0.09602515,0.06621053,0.025343996,-0.08795414,-0.032401733,-0.09387963,0.006511971,-0.07729475,-0.08325534,0.04498793,-0.095990665,0.030722631,-0.014849704,0.069395095,-0.06406383,-0.000603745,-0.05993469,0.022063734,0.00850676,0.06176891,0.015704459,0.008839497,0.02906486,0.01152142,0.05603576,-0.0934581,-0.016812723,-0.001655354,-0.012339853,-0.019451534,-0.00600241,0.014757187,-0.00643309,-0.02243279,-0.005103201,-0.00488418,-0.00121066,0.017529488,-0.09989001,-0.0669087,-0.007815811,0.002477483,-0.01772015,-0.020572497,0.004272545,0.04507654,-0.005853255,-0.033466022,0.047748733,-0.084342994,0.09749414,-0.068276204,-0.025200032,0.03596734,-0.012957448,-0.027365055,-0.06155068,0.048680644,-0.018117584,0.049240828,0.10622262,0.06402234,0.050020896,-0.015563116,-0.03243533,-0.032228187,0.124107525,0.053385448,-0.012338959,-0.016893603,0.06165142,-0.016221564,0.039574396,-0.061098427,-0.03850227,-0.006549525,-0.041138876,0.061033037,-0.060542,-0.06904883,-0.018040158,0.019872116,0.04717506,0.007371395,-0.004826773,-0.021910036,0.12594487,-0.035151117,0.08534813,-0.062176865,-0.03956719,0.042354997,0.05650404,0.02268048,0.07493746,-0.08195185,0.011449779,-0.10632417,0.023248203,0.010191902,0.08502033,-0.018514976,0.009151805,0.00725435,-0.012515215,0.04961876,0.019021368,-0.015111799,-0.05376622,0.04474101,-0.004261839,-0.000878517,-0.03925894,0.0704608,-0.0854754,-0.007306578,0.010582167,0.006854657,0.01502248,0.025220267,0.029432211,-0.038558964,-0.002956773,0.063473314,0.06841416,-0.033338323
cysam_c,[NH3+]CCS,0.052766837,-0.006609421,-0.122891605,0.08145933,0.014169828,-0.113043144,-0.031639732,-0.11066203,0.007115382,-0.08840899,-0.081393175,0.05226541,-0.12186413,0.03161782,-0.011372456,0.092034705,-0.0700587,-0.003331382,-0.07506118,0.036320407,0.015166708,0.056637473,0.026468873,0.007057997,0.028236603,0.01887472,0.07096876,-0.10494939,-0.026513115,0.008106383,-0.015847333,-0.022664256,4.29E-05,0.018904895,-0.010366293,-0.017207531,0.003826534,-0.003573161,-0.002714901,0.01438251,-0.117787294,-0.08441351,-0.008590511,0.012145558,-0.03422635,-0.015653312,-0.002109937,0.049637225,-0.011801858,-0.04942512,0.05641108,-0.087931946,0.1185253,-0.0806995,-0.02403858,0.056078054,-0.017869793,-0.040017296,-0.08275764,0.04477871,-0.018763723,0.06296203,0.12579174,0.07230199,0.051243823,-0.022053717,-0.039616633,-0.033744857,0.13039833,0.07384741,-0.018292561,-0.02905339,0.07520365,-0.004984337,0.038655065,-0.07131329,-0.04525889,-0.007459544,-0.05080641,0.05728989,-0.06620128,-0.07763077,-0.0358562,0.029166574,0.04861572,0.011180294,-0.004028825,-0.022421077,0.14064118,-0.04494282,0.091781005,-0.07535815,-0.042359207,0.057918787,0.06579463,0.032372646,0.08995255,-0.08442308,0.01259803,-0.119643115,0.02762018,0.013215882,0.09984379,-0.028284865,0.019910695,-0.003860764,-0.018638365,0.051924955,0.022935243,-0.015811406,-0.057112135,0.061780278,-0.003685512,0.0102345,-0.05735418,0.06983366,-0.09609521,-0.009732864,0.022265954,0.009526729,0.021791484,0.02719297,0.037202243,-0.042714458,-0.003461862,0.087902896,0.076516494,-0.031712763
cysi__L_c,[NH3+][C@@H](CSSC[C@H]([NH3+])C([O-])=O)C([O-])=O,0.035778407,-0.014325584,-0.09501108,0.052218936,0.01475038,-0.09006735,-0.024897806,-0.08051374,0.009512396,-0.07251045,-0.07238875,0.036001638,-0.097519696,0.026219273,-0.020327194,0.07134639,-0.05909236,-0.00160798,-0.06504374,0.03216047,0.005309542,0.044010226,0.013514008,0.003404048,0.021423696,0.013786836,0.050096437,-0.08828083,-0.021680279,0.001307102,-0.015341923,-0.021295084,0.00223115,0.009914838,-0.004855597,-0.019675586,0.000693718,-0.015026905,-0.001223142,0.02243882,-0.09944418,-0.058389973,0.003328181,0.002733793,-0.025271289,-0.016514687,-0.003205779,0.037097964,-0.007151593,-0.03763246,0.05024911,-0.07174836,0.08739158,-0.07273693,-0.023357088,0.038876697,-0.012473485,-0.025229827,-0.056566864,0.031128492,-0.021115359,0.045580953,0.10553338,0.060786143,0.035517514,-0.013451216,-0.024075884,-0.031903267,0.11329827,0.05139938,-0.020131685,-0.015352367,0.0629089,-0.007738777,0.039659876,-0.048025005,-0.034134615,-0.0126706,-0.035154425,0.05787782,-0.050334617,-0.05753727,-0.018589994,0.013086864,0.047381148,0.014344545,-0.005091959,-0.019858623,0.109129496,-0.031851184,0.07465815,-0.061247624,-0.04260587,0.03475583,0.054275203,0.02685084,0.05940533,-0.07632864,0.005235621,-0.10413891,0.031291943,0.013525926,0.07098271,-0.023834156,0.02135907,-0.001103971,-0.005911023,0.035188768,0.026544126,-0.01429249,-0.049827408,0.050215404,0.003453651,-0.00157724,-0.046537492,0.06542416,-0.08678659,-0.001066176,0.010266703,0.01519774,0.012591475,0.023159172,0.027888864,-0.03808221,-0.000131198,0.07068597,0.06197484,-0.02626465
cysi__L_p,[NH3+][C@@H](CSSC[C@H]([NH3+])C([O-])=O)C([O-])=O,0.036665313,-0.009668981,-0.08939987,0.05688559,0.014450288,-0.080380775,-0.023862045,-0.07959255,-0.001628007,-0.06584769,-0.06421094,0.038989343,-0.08909452,0.0219743,-0.017478144,0.065468,-0.047318067,0.000548007,-0.06495513,0.02088729,0.006761996,0.050481424,0.026253646,0.009273288,0.01858264,0.015121438,0.04987324,-0.08235873,-0.014971042,0.004605277,-0.012971439,-0.014967564,0.001246795,0.00992437,-0.012711217,-0.011306413,0.008351323,-0.009227812,0.007794494,0.013021736,-0.090898536,-0.05386127,-0.003005479,0.006496646,-0.029995851,-0.019376738,-0.005368024,0.03639655,-0.009085508,-0.030522602,0.039545875,-0.07038894,0.091844425,-0.059187826,-0.013539498,0.0447533,-0.020423928,-0.032378715,-0.04914741,0.039619822,-0.011605392,0.041825343,0.106483534,0.056156587,0.04144215,-0.015880587,-0.020893076,-0.018527484,0.102159105,0.056352627,-0.01347033,-0.015242451,0.057405468,-0.009333038,0.03334184,-0.053175367,-0.03392888,-0.002632188,-0.03883909,0.05287925,-0.042742293,-0.05984341,-0.01852619,0.02399391,0.046049304,0.012996336,-0.013118899,-0.01938261,0.09904429,-0.0298414,0.07670257,-0.05313921,-0.026959227,0.038372308,0.048068415,0.02949171,0.058030702,-0.06516701,0.001650585,-0.09694947,0.029601509,0.014305004,0.07935465,-0.011743045,0.008830511,0.001967652,-0.015744653,0.030100938,0.028220033,-0.008716745,-0.048915092,0.037622925,0.004471394,0.009060816,-0.034000907,0.04950797,-0.06979743,-0.005995318,0.017780764,0.002434129,0.011990342,0.016936418,0.02567399,-0.02904359,0.00068055,0.054315757,0.050244156,-0.035065755
cysi__L_v,[NH3+][C@@H](CSSC[C@H]([NH3+])C([O-])=O)C([O-])=O,0.038366,-0.008151008,-0.09042321,0.051629957,0.013081725,-0.07510587,-0.022838362,-0.081999555,0.004422728,-0.07061563,-0.068311624,0.042017344,-0.09007991,0.027956165,-0.009758025,0.064992025,-0.061437164,0.000251104,-0.05869461,0.031020628,0.014523891,0.050866973,0.019930122,0.011758062,0.015603985,0.015924595,0.056671232,-0.076784946,-0.02112398,0.002784473,-0.014150445,-0.012876229,-0.000130821,0.015329149,-0.014350215,-0.013614458,0.002362193,0.000823659,0.005408631,0.020905055,-0.08879981,-0.05809466,-0.002780139,0.002816712,-0.016488347,-0.019358845,0.007055862,0.0370859,-0.008383025,-0.037158214,0.033320688,-0.068101026,0.087175034,-0.0604925,-0.016080597,0.035011407,-0.010152409,-0.032272812,-0.05618833,0.028725917,-0.017323464,0.04269321,0.1037046,0.05482761,0.03175431,-0.018122418,-0.025227182,-0.025983244,0.1078583,0.05154263,-0.013898731,-0.012105028,0.061820645,-0.001964694,0.028744545,-0.057215117,-0.035366576,-0.006539216,-0.04042464,0.04576472,-0.045764618,-0.06075789,-0.026110977,0.024737256,0.03649563,0.007268038,-0.001463753,-0.014512364,0.099125385,-0.03424518,0.07296855,-0.04495518,-0.03554881,0.044107698,0.05183336,0.022812298,0.06801251,-0.059210304,0.009120258,-0.09614078,0.030039141,0.021263521,0.07280404,-0.023657484,0.01902965,0.004982754,-0.016936392,0.031917658,0.015005774,-0.012933485,-0.04581884,0.03599744,0.003893374,0.004356333,-0.033487473,0.051151454,-0.07026764,-0.001373567,0.00667894,0.01148691,0.009586854,0.02638601,0.028379587,-0.03379121,0.001077361,0.052436948,0.048091277,-0.029376686
cyst__L_c,[NH3+][C@@H](CCSC[C@H]([NH3+])C([O-])=O)C([O-])=O,0.033980586,-0.00993649,-0.10476952,0.055357702,0.010642787,-0.08516455,-0.029892405,-0.08813206,-0.000908588,-0.067116834,-0.07790316,0.031195166,-0.08975834,0.030717501,-0.017866977,0.07600542,-0.06657459,-0.000162724,-0.061137855,0.023489207,0.009971437,0.04645428,0.016036741,0.003545755,0.029101627,0.00594878,0.065802075,-0.088054694,-0.021352747,-0.000923684,-0.018684018,-0.02119163,-0.003800639,0.010888783,-0.007031875,-0.00832301,-0.003071737,-0.005546725,0.002242899,0.025180064,-0.10091326,-0.06488373,0.005545787,0.006520142,-0.015490013,-0.01648669,0.005876095,0.032192364,-0.012334424,-0.043332856,0.0397564,-0.07892598,0.09001376,-0.07316501,-0.011651618,0.046799395,-0.01690274,-0.02818732,-0.058787514,0.043568455,-0.013375915,0.043858685,0.10484613,0.05512179,0.041202024,-0.022504782,-0.02717152,-0.023200657,0.116041616,0.05036116,-0.011415244,-0.022185765,0.06469951,-0.011570382,0.034953237,-0.05410135,-0.035312887,-0.005771495,-0.032009445,0.043891225,-0.045280278,-0.07026093,-0.029558524,0.016315535,0.04744592,0.006138292,-0.013517311,-0.023935592,0.10726028,-0.03194228,0.08178825,-0.053440116,-0.033228908,0.049722,0.060467523,0.018421577,0.07300243,-0.07472034,0.003722594,-0.101259775,0.023008466,0.019965569,0.07539819,-0.026889615,0.008050704,0.000613006,-0.0066666,0.032330822,0.027442854,-0.01323115,-0.05387755,0.04992716,-0.002176887,-0.002122043,-0.04837828,0.06462286,-0.08495806,0.002567721,0.005447539,0.010446384,0.014984922,0.01926955,0.028256936,-0.041362315,0.003965807,0.07303117,0.051832143,-0.031388365
cyst__L_x,[NH3+][C@@H](CCSC[C@H]([NH3+])C([O-])=O)C([O-])=O,0.043554123,-0.000753596,-0.08461677,0.04980081,0.012183685,-0.08368462,-0.032906074,-0.08300231,0.009735725,-0.07168603,-0.07070169,0.043074846,-0.08606899,0.01921413,-0.014958173,0.07167128,-0.05728132,-0.002152782,-0.06522415,0.017176524,0.008037772,0.040825855,0.015471029,0.016329318,0.01834924,0.006478501,0.047846686,-0.0836726,-0.01876095,0.003788456,-0.014587137,-0.014331862,-0.008268134,0.014374438,-0.009323883,-0.02080758,0.008213713,-0.013365255,-0.002974371,0.014542717,-0.08777799,-0.05823126,-0.004496314,0.014203397,-0.016459003,-0.008852135,0.008636729,0.03356556,-0.005749822,-0.031838804,0.036042813,-0.077429615,0.07916201,-0.07036902,-0.020792337,0.037226316,-0.021299835,-0.027367963,-0.052581035,0.03484401,-0.016457696,0.046115264,0.10346619,0.052387856,0.04011038,-0.01227291,-0.026531206,-0.023253331,0.107741125,0.047349688,-0.020745555,-0.01784405,0.06545879,-0.006736198,0.032622337,-0.058852747,-0.03306832,-0.01469792,-0.040984247,0.052597776,-0.041547563,-0.06425756,-0.014980768,0.026042022,0.033993024,0.003769674,-0.001202291,-0.024303403,0.10075767,-0.025995253,0.07520372,-0.04705231,-0.040479988,0.035506207,0.0499757,0.022943104,0.06804689,-0.07012853,0.00668235,-0.09900212,0.019415129,0.015749363,0.07457798,-0.024460645,0.008213759,-0.005707904,-0.010802164,0.03980588,0.019817514,-0.01608793,-0.041624047,0.038603496,-0.002096129,0.005949619,-0.04200904,0.06074571,-0.0832046,-0.002085192,0.013322281,0.009106839,0.009540861,0.025055373,0.018448245,-0.03939406,-0.006702484,0.06156787,0.06085724,-0.026911272
cytd_c,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.044440966,-0.017309189,-0.09360278,0.06064483,0.023806661,-0.09088896,-0.034303904,-0.08300643,-0.001297125,-0.06498962,-0.072172806,0.03686637,-0.09199439,0.021970686,-0.01610134,0.07250805,-0.057282317,-0.007194307,-0.06482082,0.020612614,0.012013133,0.04291996,0.021561673,0.008869444,0.014537501,0.014279945,0.05077174,-0.08407912,-0.018980956,0.001062051,-0.022935575,-0.024292272,-0.006470576,0.013617666,-0.013242112,-0.008861057,-0.004076371,-0.00435478,0.007502932,0.012327515,-0.10112929,-0.067552574,0.001138522,0.012493377,-0.019474652,-0.011928084,-0.003307528,0.036909334,-0.00986866,-0.042198393,0.045675598,-0.07883058,0.08539374,-0.07704365,-0.012051935,0.034395657,-0.020508785,-0.021053027,-0.06748934,0.036649898,-0.021747531,0.044312127,0.106883615,0.05692802,0.046167754,-0.018271707,-0.031860996,-0.032737184,0.11037546,0.060731113,-0.02030273,-0.018986028,0.054195996,-0.012111603,0.03588964,-0.057860557,-0.03986409,-0.015972476,-0.029650256,0.05631994,-0.045635186,-0.063305534,-0.021138042,0.017575867,0.035660762,0.00664046,-0.009351826,-0.018762125,0.114272036,-0.039978605,0.07223072,-0.053266935,-0.03774323,0.03864551,0.06135201,0.021447506,0.0675762,-0.07115842,0.008014948,-0.1037079,0.026944675,0.012872322,0.07291916,-0.0207621,0.016473768,-4.12E-05,-0.004231416,0.033975367,0.028200414,-0.018433183,-0.043414727,0.047125112,0.001806485,0.001702539,-0.03595729,0.05111054,-0.07847532,-0.007704725,0.006482457,0.008834316,0.017702935,0.023074681,0.025813036,-0.03343223,0.002925697,0.070689045,0.05624049,-0.026013851
cytd_e,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.045205846,-0.009472942,-0.10424036,0.06316382,0.023275312,-0.09196978,-0.03166766,-0.08687375,0.002848348,-0.06946232,-0.07256961,0.033964187,-0.08725793,0.029275073,-0.020407286,0.076393336,-0.054187845,-0.012962712,-0.05723573,0.018716661,0.015126599,0.053485025,0.015547901,0.005075946,0.01994262,0.004817936,0.050843664,-0.08159716,-0.02294411,0.012267021,-0.014726213,-0.015412612,-0.003213378,0.016880158,-0.009720675,-0.009231201,-0.001857575,-0.001401899,0.007580577,0.023340829,-0.10351445,-0.05475472,0.003920205,0.013200504,-0.022074882,-0.017365253,0.004148438,0.039596234,-0.009951602,-0.038485248,0.049733642,-0.075880185,0.092829145,-0.07200474,-0.019903202,0.033452515,-0.010499767,-0.027538354,-0.053609893,0.029961945,-0.010821085,0.040421873,0.11138317,0.055173058,0.042326704,-0.018697351,-0.0272498,-0.033311598,0.1073207,0.0479187,-0.016264455,-0.012581407,0.0662229,-0.014745833,0.035337538,-0.06350365,-0.03565126,-0.00964063,-0.038055517,0.048067726,-0.056949575,-0.058122758,-0.017840452,0.021148881,0.032965586,0.004104262,-0.007499647,-0.015207524,0.108405046,-0.037187826,0.08466737,-0.055337872,-0.03980145,0.04763439,0.061086994,0.025119929,0.06414481,-0.07434025,0.009845976,-0.10398635,0.022590725,0.021109296,0.07577567,-0.027744409,0.012506086,-0.006060401,-0.01046405,0.033078168,0.028486867,-0.02259411,-0.045234628,0.04607812,-0.005024493,-4.14E-05,-0.037232623,0.056037962,-0.07832671,-0.011154423,0.012076315,0.010937989,0.012203489,0.027303256,0.027685458,-0.043411043,0.006520175,0.07339078,0.058227606,-0.036742125
cytd_p,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.042878494,-0.016958423,-0.111744866,0.06940808,0.013600156,-0.08984935,-0.034206197,-0.08456514,0.002972042,-0.08056879,-0.077890076,0.045439985,-0.106337495,0.03134145,-0.015029369,0.070163585,-0.05874959,0.001876908,-0.067306906,0.021656157,0.010471242,0.056847423,0.02526152,0.01633255,0.027410194,0.015593208,0.05996066,-0.08678945,-0.028693654,0.011624343,-0.01972029,-0.015133423,-0.00247548,0.010387096,-0.01732744,-0.021889245,-0.003796198,-0.00520243,-0.004881244,0.017703477,-0.102165624,-0.058324106,0.003429109,0.016070327,-0.030461386,-0.011546902,0.008541171,0.03650932,-0.009327262,-0.031196922,0.05585176,-0.08105941,0.09309401,-0.067170635,-0.011631769,0.04263422,-0.01650956,-0.03721705,-0.06475858,0.047429215,-0.015087482,0.05499102,0.10547278,0.06451503,0.049754668,-0.011928779,-0.028234322,-0.031393144,0.12121646,0.06562221,-0.0232831,-0.019172251,0.07360732,-0.002757421,0.04208716,-0.05526765,-0.048470948,-0.012580906,-0.03319663,0.057223182,-0.057285544,-0.07461143,-0.024394257,0.020993842,0.03860046,0.0008489,-0.009270552,-0.021610018,0.12368515,-0.039973594,0.0831821,-0.054196324,-0.044534888,0.04800154,0.05343446,0.029894378,0.07086353,-0.078413814,0.002136368,-0.114229314,0.01941815,0.011133255,0.0870614,-0.02606347,0.012685277,-0.006014447,-0.010700029,0.036590233,0.027698137,-0.019957077,-0.052600957,0.051782347,-0.001206757,0.00286288,-0.04996252,0.07089059,-0.09250869,0.001915409,0.011954282,0.0155708,0.013019383,0.031737294,0.031821743,-0.04491673,-0.007331719,0.067444555,0.066020474,-0.03885421
dad_2_c,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1,0.061965104,-0.005726269,-0.13346612,0.077367544,0.014803273,-0.110446714,-0.0437231,-0.11592502,0.008929223,-0.09627272,-0.09515205,0.049718082,-0.122170284,0.029386992,-0.015137695,0.095360555,-0.0815243,-0.00939808,-0.08420244,0.027878733,0.00823928,0.061230622,0.022112181,0.00795978,0.025863515,0.006671514,0.07500603,-0.11552023,-0.03563244,0.005184214,-0.021816162,-0.026491884,-0.012117186,0.011896667,-0.014675041,-0.017587036,-0.000828056,-0.003983079,0.005576094,0.020962864,-0.13320975,-0.08937407,-0.007286701,0.016230911,-0.030809304,-0.024773166,-0.001547451,0.050105542,-0.013530316,-0.044663787,0.06294989,-0.1015783,0.116987176,-0.08554247,-0.024375215,0.05318419,-0.020741163,-0.030401837,-0.08757586,0.056668747,-0.022479339,0.06433802,0.13782609,0.070286445,0.05625264,-0.014417206,-0.03138001,-0.033668,0.15023595,0.07691752,-0.014049602,-0.023034342,0.08408241,-0.014388379,0.037952695,-0.07696932,-0.05919261,-0.018620765,-0.056215595,0.06264163,-0.07495358,-0.07928958,-0.024908377,0.028284527,0.05332723,0.003202847,-0.015625723,-0.03098502,0.15195331,-0.053242166,0.10591483,-0.07654862,-0.050392263,0.059643973,0.07689648,0.027442979,0.088725075,-0.09689352,0.013040542,-0.1252332,0.026471866,0.02666568,0.10792481,-0.033107262,0.018144812,0.001818338,-0.017930921,0.057686437,0.03504729,-0.013643444,-0.063926995,0.06699793,0.008772912,0.002426289,-0.06222281,0.084675774,-0.112864144,-0.005877953,0.011504713,0.019788703,0.027205916,0.032202773,0.03381048,-0.042303715,0.003628165,0.0897537,0.08349322,-0.03602291
