Mol,SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
25drapp_c,Nc1nc(=O)c(N)c(N[C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)[nH]1,0.04628031,-0.01295226,-0.10339021,0.06537713,0.013228436,-0.107222974,-0.0412513,-0.096028335,0.011297533,-0.09074001,-0.08178936,0.036012817,-0.11240773,0.034830477,-0.017774696,0.08590976,-0.0615711,0.000639084,-0.06996391,0.035063945,0.015082849,0.06547397,0.029956898,0.007069741,0.026542243,0.016733961,0.06660952,-0.10607438,-0.027121525,0.001800452,-0.01636282,-0.020315621,-0.011246908,0.02023698,-0.01856502,-0.025040347,-0.00353138,0.001238702,0.004387853,0.027342057,-0.1023818,-0.078058496,-0.005705172,0.002460765,-0.032712735,-0.022817656,-0.002539658,0.037212625,-0.004650024,-0.03228097,0.05522391,-0.08033413,0.10611353,-0.07721402,-0.014579704,0.053854078,-0.019157853,-0.039405122,-0.062995665,0.042193193,-0.013413361,0.05946101,0.12175314,0.06973059,0.05333211,-0.020763105,-0.033009935,-0.036694676,0.13240945,0.061563123,-0.010226407,-0.013661014,0.06811353,-0.010769379,0.041948795,-0.06793834,-0.042059798,-0.012058917,-0.042215656,0.05552753,-0.06088033,-0.07824695,-0.027276661,0.015465351,0.046029195,0.013957206,-0.007356038,-0.017737716,0.13046473,-0.03784651,0.08535021,-0.057346463,-0.034424562,0.052746233,0.06452007,0.024434935,0.07947541,-0.08896484,0.007891775,-0.11795441,0.023821376,0.021050889,0.08889945,-0.019994712,0.02497718,0.004067242,-0.010052057,0.046547268,0.026565932,-0.02350513,-0.04763855,0.051353253,-0.004792126,-0.004272548,-0.042153403,0.072906226,-0.088546135,-0.009870943,0.009838481,0.007511146,0.016730001,0.01943205,0.028709162,-0.04063073,0.004196861,0.074900426,0.0616447,-0.03694659
26dap__M_c,[NH3+][C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],0.0339341,-0.013998875,-0.10009738,0.05411603,0.021653306,-0.08286054,-0.026016543,-0.08146654,0.011258168,-0.075628094,-0.07404696,0.03549192,-0.09118261,0.024040401,-0.012286335,0.06913662,-0.051623575,-0.009175339,-0.05743794,0.022945274,0.021503458,0.055707365,0.017750317,0.015357388,0.019868137,0.013182833,0.0582138,-0.08272788,-0.01763881,0.002615183,-0.01951771,-0.016321778,-0.005850062,0.008149036,-0.013548876,-0.013267561,0.008789009,-0.003575809,0.007755355,0.021938054,-0.09859558,-0.06426411,0.003794438,0.005654876,-0.02225096,-0.017474521,0.001881268,0.033326812,-0.005513425,-0.039310865,0.045723077,-0.0674368,0.08558397,-0.070865445,-0.016480695,0.037748083,-0.017705902,-0.026098987,-0.059422985,0.038678475,-0.021460446,0.045319732,0.107834674,0.06713513,0.039117735,-0.015690751,-0.02027928,-0.03384261,0.11580989,0.05480187,-0.009443042,-0.022464957,0.06719663,-0.015476839,0.026948042,-0.053984407,-0.047040552,-0.013737437,-0.032794025,0.053206675,-0.056224395,-0.056360036,-0.026874568,0.022708282,0.037721552,0.012767895,-0.002201144,-0.01777832,0.1075959,-0.042052593,0.083362706,-0.0611089,-0.030764673,0.040162604,0.0570338,0.0296185,0.06694967,-0.07404472,0.001745116,-0.101834476,0.02875762,0.015715782,0.07879374,-0.017448474,0.015468256,0.007542427,-0.01074768,0.038784143,0.024552828,-0.019671507,-0.052513093,0.051244512,0.004324502,0.004209113,-0.037672006,0.06332541,-0.084785685,-0.010372994,0.01918106,0.011500354,0.010302213,0.016260143,0.0296811,-0.029093385,0.00329124,0.057979323,0.058075808,-0.027232222
26dap_LL_c,[NH3+][C@@H](CCC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],0.041810974,-0.011524414,-0.08224166,0.055257007,0.008837764,-0.07431384,-0.026709814,-0.07294003,0.009388902,-0.07171115,-0.057254896,0.033249788,-0.086957246,0.021950433,-0.016120715,0.060846522,-0.0476163,0.002064792,-0.055467583,0.020543767,0.006631673,0.040234048,0.020516083,0.015208187,0.023106484,0.00485916,0.053127192,-0.086024456,-0.019804759,-0.001803907,-0.013631348,-0.011905354,-0.004515832,0.010661264,-0.009900322,-0.010351775,0.002629964,-0.003542913,0.009118279,0.017875532,-0.07954319,-0.057186373,-0.000401387,0.014506118,-0.015301238,-0.019262563,0.005980447,0.03954741,-0.002791485,-0.02587026,0.044608854,-0.07432531,0.07754917,-0.065021165,-0.01103176,0.04039186,-0.018358137,-0.032197915,-0.050583504,0.041603893,-0.017446343,0.041250344,0.100209855,0.05610854,0.039775044,-0.022098482,-0.02190799,-0.031335328,0.1048374,0.046680056,-0.013960524,-0.012563333,0.06366978,-0.013487915,0.022455916,-0.04365659,-0.028968228,-0.003465262,-0.033262316,0.04655399,-0.04160006,-0.057286456,-0.016348403,0.02181619,0.039971992,0.012817997,-0.000955393,-0.025155524,0.102061905,-0.038362052,0.07630091,-0.047099255,-0.024591478,0.03371108,0.052271288,0.020908348,0.06398329,-0.058703322,-0.00035921,-0.09012752,0.022978008,0.020624006,0.06353499,-0.017243814,0.013598526,-0.004034089,-0.008224512,0.037605613,0.016062979,-0.013654043,-0.037140343,0.04753533,-0.004960006,-0.005094984,-0.04070916,0.05362036,-0.07358476,-0.00504574,0.008108909,0.009861188,0.007914476,0.027981753,0.027642366,-0.0333452,-0.005451799,0.0589058,0.055997442,-0.021513132
26dapime_c,CC(=O)N[C@@H](CCC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],0.04263107,-0.012130524,-0.11334816,0.060952652,0.010917171,-0.098445825,-0.037848767,-0.09291019,0.004979245,-0.0730068,-0.084972,0.037462816,-0.096220985,0.032425027,-0.02081861,0.07233423,-0.063699424,0.001614008,-0.07275698,0.03359924,0.011734109,0.05476222,0.025404371,0.013674817,0.02162488,0.018180454,0.05716833,-0.09050844,-0.027820732,0.0044547,-0.01662196,-0.02478243,-0.000100185,0.010523596,-0.017869493,-0.012926529,0.004798496,-0.00395569,1.64E-05,0.022730734,-0.10384043,-0.0665743,0.002592941,0.002734345,-0.01919933,-0.020243341,0.005271511,0.046895117,-0.004996941,-0.03389409,0.05833183,-0.0890383,0.097897984,-0.07344217,-0.024610154,0.051470306,-0.01513331,-0.03553511,-0.059906427,0.043999635,-0.023586346,0.058871023,0.11682644,0.06672915,0.050369445,-0.024109308,-0.03131478,-0.02661984,0.11519225,0.0673824,-0.014003294,-0.020420685,0.069299385,-0.002661423,0.038599685,-0.05996065,-0.03823261,-0.018143307,-0.04586084,0.05185539,-0.06400311,-0.07567384,-0.016311131,0.01674539,0.04252044,0.005285099,-0.011275982,-0.015813818,0.12868996,-0.04342804,0.08568818,-0.06879465,-0.03790327,0.039951894,0.0704826,0.023932384,0.08288221,-0.08352795,0.004071822,-0.10310922,0.022374162,0.012224341,0.08722449,-0.01964365,0.02425457,0.000831064,-0.014176644,0.039310664,0.026732583,-0.016206738,-0.055829804,0.050857965,0.000572371,0.000832398,-0.04790063,0.06104923,-0.09480668,-0.005903731,0.016403694,0.007954355,0.020552076,0.01822128,0.023335002,-0.038666926,-0.009776497,0.06952163,0.06946022,-0.027174216
2agpe120_c,CCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+],0.05668123,-0.015138398,-0.11984392,0.06692105,0.02598936,-0.103916466,-0.039276976,-0.102702595,0.008549908,-0.08754682,-0.08854437,0.052530136,-0.12195496,0.040574152,-0.021660915,0.090507425,-0.07493159,-0.00227326,-0.07961378,0.026513461,0.019914458,0.06621617,0.019648973,0.020036483,0.0225252,0.01156899,0.06492301,-0.11137119,-0.02429526,0.003824089,-0.023580898,-0.02971629,-0.005165933,0.013094568,-0.006505113,-0.010081041,0.006902768,-0.018408496,-0.001838944,0.021870498,-0.111554615,-0.084934354,0.003917742,0.016121602,-0.035669845,-0.011785432,-0.001374879,0.042265013,-0.007483586,-0.052647486,0.05749578,-0.09360131,0.10967325,-0.09119593,-0.023864176,0.050839413,-0.015433271,-0.032659896,-0.08056514,0.039058257,-0.016698563,0.06075876,0.12821347,0.071879566,0.055500947,-0.013100704,-0.02821951,-0.03535698,0.13315137,0.07074943,-0.018930512,-0.014002686,0.07270256,-0.015976742,0.04189612,-0.066639595,-0.047933158,-0.014177,-0.044604022,0.054168288,-0.055019252,-0.07440936,-0.022352496,0.024250146,0.042958315,0.017830944,-0.012937229,-0.023526015,0.14064173,-0.033529863,0.102636784,-0.06920878,-0.04643888,0.052651312,0.07537456,0.031364724,0.084793255,-0.09307512,0.010935294,-0.119222835,0.0268557,0.016944848,0.09997236,-0.02226368,0.019773452,-0.00802883,-0.018327003,0.04558562,0.023804406,-0.017278109,-0.057523258,0.053632148,-0.002456519,-0.002217966,-0.055840936,0.07865272,-0.1029903,-0.013681487,0.013107086,0.005519443,0.02487848,0.026354773,0.023427406,-0.03968842,0.005544289,0.082037084,0.06708415,-0.044796906
2agpe120_p,CCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+],0.0478558,-0.017260894,-0.12740345,0.074327156,0.021825599,-0.10569215,-0.041317705,-0.11229391,0.01140354,-0.08724014,-0.09048405,0.04999759,-0.11318914,0.03624276,-0.027689962,0.0936631,-0.083439395,-0.003471866,-0.084747374,0.034081776,0.011491012,0.06468562,0.026302911,0.015598842,0.017293157,0.019314576,0.065547824,-0.10993484,-0.030190352,0.0011267,-0.013499686,-0.027903698,-0.006785159,0.018364238,-0.018749064,-0.023585098,0.003870455,-0.009285557,-0.002904284,0.025334017,-0.11606302,-0.085416034,0.002484701,0.003764312,-0.03517351,-0.010586278,0.005330885,0.047600865,-0.008402368,-0.045334734,0.063774414,-0.08998225,0.11924922,-0.0957262,-0.014450599,0.046864882,-0.01998697,-0.035005588,-0.07353067,0.053338237,-0.015024485,0.058902446,0.13884424,0.07032012,0.05263197,-0.024660597,-0.02957017,-0.039882626,0.1441484,0.07621558,-0.019257111,-0.022365104,0.0769692,-0.008342685,0.044609953,-0.07525744,-0.055570014,-0.007213527,-0.04062106,0.06699897,-0.06751255,-0.07744518,-0.024853311,0.024214773,0.054541536,0.013092512,-0.006188351,-0.031156907,0.14364094,-0.04461265,0.100598104,-0.067594394,-0.046813104,0.056155387,0.06656203,0.035463236,0.08569935,-0.08368345,0.012039504,-0.11666997,0.027308295,0.02304882,0.09436689,-0.030950347,0.022002317,0.005493156,-0.01908192,0.055386286,0.029744478,-0.018595278,-0.052182786,0.0579486,0.001819276,0.011007919,-0.049463294,0.07571779,-0.10310948,-0.013695129,0.019886155,0.018340813,0.024377603,0.031719293,0.029274192,-0.046177775,0.002942335,0.08552157,0.08184413,-0.04528713
2agpe140_c,CCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+],0.043437865,-0.023376461,-0.10785595,0.07734115,0.021856995,-0.10420088,-0.024929006,-0.1059092,0.011567718,-0.08705824,-0.08918337,0.044958957,-0.113000095,0.037138857,-0.021163343,0.07896161,-0.07888944,-0.003015627,-0.07656889,0.036213826,0.006829427,0.059588626,0.023659732,0.012084483,0.021266008,0.01735669,0.07204586,-0.10626708,-0.026807647,-0.000196167,-0.020438738,-0.02955188,-0.002343895,0.00842309,-0.009634231,-0.00808301,0.001079378,-0.011264589,0.001774009,0.018520875,-0.11350589,-0.07213833,-4.98E-05,0.002278402,-0.02239575,-0.018316884,-0.006417673,0.045380697,-0.001733199,-0.038357202,0.05279905,-0.09008,0.112352006,-0.09027638,-0.02569123,0.047827385,-0.02210765,-0.03801984,-0.07904655,0.03922147,-0.022004334,0.062268864,0.116454944,0.0782639,0.045201913,-0.009319954,-0.03423189,-0.039875966,0.122406095,0.05683424,-0.016919663,-0.022652833,0.077634655,-0.016094042,0.03296581,-0.06367598,-0.03899304,-0.009816396,-0.039724328,0.056892473,-0.055775136,-0.0794807,-0.024077704,0.023399029,0.04707735,0.007694517,-0.010959619,-0.021552611,0.13845445,-0.03738709,0.08909766,-0.062599994,-0.03803571,0.046389997,0.07191845,0.028567242,0.080789514,-0.07981208,0.014178988,-0.11556634,0.031623874,0.01463551,0.0905832,-0.017602319,0.007506607,0.004420227,-0.009502295,0.041424718,0.019985294,-0.009835915,-0.061147116,0.06020016,-0.001567574,0.004676444,-0.050809536,0.07148523,-0.09595262,-0.014747545,0.016863408,0.004856131,0.019812752,0.024369925,0.033841368,-0.042141184,-0.007233877,0.07392144,0.07051404,-0.04197681
2agpe140_p,CCCCCCCCCCCCCC(=O)OC(CO)COP([O-])(=O)OCC[NH3+],0.049690694,-0.013047145,-0.112619884,0.076909415,0.014967722,-0.10701223,-0.030533912,-0.107023686,0.007628221,-0.08886773,-0.085254684,0.038140982,-0.11213457,0.040826797,-0.013379963,0.08159858,-0.07835501,-0.006238718,-0.074441485,0.03121334,0.007774958,0.055600666,0.016987344,0.010303353,0.023612227,0.01391652,0.068307735,-0.10092069,-0.029969582,0.012344863,-0.012247856,-0.017213322,-0.001231688,0.006788387,-0.020225592,-0.018475331,0.002240263,-0.01640362,0.00489854,0.018491669,-0.1223674,-0.06842937,-0.006802384,0.009781517,-0.02158562,-0.017896686,-0.006611859,0.04302522,-0.003259503,-0.04882927,0.051982235,-0.09084915,0.10775886,-0.08994295,-0.0196426,0.049151182,-0.01701051,-0.039970167,-0.07776632,0.046794705,-0.021316173,0.059938464,0.12500109,0.075071946,0.04868103,-0.021838214,-0.02634346,-0.03087214,0.123243995,0.06690226,-0.019221812,-0.012327908,0.07787348,-0.01507915,0.040488783,-0.069016896,-0.043476444,-0.015047501,-0.050351772,0.051149976,-0.056512907,-0.0719194,-0.03360729,0.014779283,0.04770512,0.009410504,-0.015681023,-0.031168556,0.13811031,-0.031770073,0.086644284,-0.06719809,-0.034141745,0.055759568,0.07316875,0.032851927,0.08150331,-0.08538988,0.012054821,-0.110023245,0.03148076,0.020876804,0.08619943,-0.02954829,0.014609829,-0.002799141,-0.010213422,0.045241445,0.025081785,-0.017910786,-0.049455833,0.047433186,0.004683206,0.007761736,-0.050187245,0.059353095,-0.084958024,-0.010803614,0.013396186,0.012086063,0.015771892,0.026411116,0.028102655,-0.047385715,-0.008169423,0.07665138,0.06505098,-0.034552876
2agpe141_c,CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O,0.05635672,-0.021645421,-0.13041958,0.08023782,0.028786587,-0.120098054,-0.03940449,-0.11709856,0.010737185,-0.09524192,-0.088738546,0.058907162,-0.12375892,0.03206347,-0.021693967,0.08893833,-0.08042462,-0.010342404,-0.0833283,0.037786778,0.012784996,0.06828325,0.022046043,0.01289505,0.030392092,0.012284366,0.07783385,-0.11983651,-0.03530535,0.008691808,-0.015442434,-0.021650607,-0.005341156,0.010491943,-0.011854592,-0.011636558,0.002576515,-0.017236937,-0.004332808,0.028044293,-0.13028589,-0.091101274,-0.004792547,0.008849256,-0.025675192,-0.023682395,-0.003590069,0.057549525,-0.016982108,-0.049013533,0.0632211,-0.08981367,0.12585972,-0.10108403,-0.023150379,0.051156905,-0.020002117,-0.037918862,-0.07827445,0.042739343,-0.014854176,0.060452588,0.13277294,0.081467286,0.05621878,-0.015038854,-0.033470314,-0.034129035,0.14607185,0.06840277,-0.024091791,-0.024528518,0.08412828,-0.016011791,0.04521578,-0.06785203,-0.05916076,-0.014897248,-0.044893727,0.06870564,-0.061213184,-0.0901435,-0.024254126,0.025323512,0.04684874,0.007338534,-0.010629263,-0.025266359,0.15645318,-0.046480794,0.09651138,-0.066853255,-0.04186032,0.048872765,0.07973533,0.03160337,0.08203716,-0.096326895,0.014454301,-0.13103461,0.028871974,0.020477604,0.094143875,-0.01916176,0.010475496,-0.006569898,-0.010657529,0.05171468,0.024674095,-0.02073813,-0.05887604,0.067234,0.008429498,0.007003113,-0.061460283,0.078249335,-0.10090508,-0.006653354,0.013875729,0.016348837,0.0176295,0.022406224,0.028460177,-0.045612257,-0.004971889,0.08485966,0.0867793,-0.035191223
2agpe141_p,CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O,0.049600355,-0.01582136,-0.12252647,0.0785311,0.02175514,-0.10904279,-0.034883007,-0.09625251,0.009898366,-0.08104237,-0.086646706,0.054297768,-0.11457278,0.037785023,-0.026083034,0.08878627,-0.083336815,-0.005383348,-0.07846178,0.036455765,0.006430365,0.060311485,0.026871542,0.021038765,0.023459334,0.011541,0.07395357,-0.10078106,-0.02982091,0.008084101,-0.015088588,-0.016203916,-0.006847708,0.01606169,-0.008326567,-0.011863011,-0.0043137,-0.008144184,0.006617352,0.025741398,-0.118474975,-0.073849075,-0.005103611,0.012267364,-0.034291063,-0.019886957,0.001458493,0.042452622,-0.015242991,-0.04401873,0.05686898,-0.08302531,0.11687124,-0.08957269,-0.028283976,0.044287845,-0.015979746,-0.033706054,-0.07599534,0.03816427,-0.015552446,0.05314961,0.12520501,0.07558063,0.05742601,-0.017393412,-0.02614352,-0.041333713,0.12981777,0.067820095,-0.015909784,-0.026907075,0.0814563,-0.01741814,0.038917176,-0.06780543,-0.050970532,-0.012236664,-0.03918966,0.06702921,-0.06401834,-0.086124785,-0.031016314,0.018703064,0.052969094,0.008501478,-0.008881207,-0.031427324,0.13841768,-0.04245892,0.09234545,-0.066555135,-0.042073723,0.055332378,0.077401735,0.03709472,0.08466065,-0.08072666,0.001489875,-0.124984585,0.032550324,0.014745005,0.09003514,-0.029811535,0.011866171,0.005460579,-0.010255812,0.048934035,0.030035496,-0.019226866,-0.06354221,0.0601314,-0.001351738,0.006684715,-0.05426529,0.06617508,-0.08825949,-0.011863713,0.019011753,0.012407967,0.02104011,0.016841423,0.02891666,-0.03822579,-0.002144758,0.086204745,0.067447856,-0.043269433
2agpe160_c,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+],0.049584866,-0.009514611,-0.12964265,0.08170825,0.028823188,-0.11524517,-0.041060288,-0.11118891,0.013401923,-0.08717308,-0.08973499,0.053595107,-0.11803292,0.041233234,-0.018562159,0.08844974,-0.08193561,-0.015319876,-0.08455088,0.028641546,0.005803807,0.064394906,0.01887055,0.01369862,0.030686095,0.020977812,0.067011744,-0.10583689,-0.02841131,0.003249897,-0.019310359,-0.018292783,-0.00946517,0.009772296,-0.017809745,-0.017713198,-0.001300407,-0.012711416,-0.002332756,0.028506236,-0.12742057,-0.075237736,0.003273674,0.00438538,-0.03215886,-0.013755448,-0.007444461,0.05399269,-0.002877735,-0.044618964,0.06284742,-0.10083753,0.11431165,-0.09598717,-0.022496833,0.05439373,-0.014779815,-0.044070914,-0.08615467,0.046694778,-0.015950078,0.06350955,0.13482527,0.072860666,0.053555734,-0.019492643,-0.040693723,-0.036504757,0.14158879,0.06995625,-0.013690582,-0.0172085,0.08565428,-0.010723113,0.03841812,-0.07008853,-0.043906756,-0.017048914,-0.050932284,0.068147704,-0.06433546,-0.080032796,-0.0331177,0.027014675,0.052659072,0.018681554,-0.012953897,-0.019264806,0.14471905,-0.038470656,0.10471652,-0.07428225,-0.039692346,0.048132885,0.07880318,0.035044093,0.082850784,-0.086119354,0.005849312,-0.12438216,0.026902776,0.021809042,0.100297496,-0.027949499,0.021268152,-0.00113922,-0.011075397,0.05234921,0.02455926,-0.014909211,-0.061813887,0.058717348,0.004872434,0.005124393,-0.05229347,0.080800824,-0.09895049,-0.011583204,0.013454367,0.01895355,0.019952727,0.028364595,0.025905708,-0.04365419,0.00096105,0.08443609,0.0846509,-0.040872786
2agpe160_p,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+],0.058693238,-0.025123112,-0.12242203,0.07778393,0.015084271,-0.10786417,-0.02521717,-0.10719224,0.015159592,-0.081215195,-0.088740066,0.052605465,-0.112942055,0.027309943,-0.018109936,0.079693735,-0.07326919,-0.015838766,-0.0714616,0.03438164,0.007154563,0.05857528,0.028960627,0.014846789,0.016858438,0.014530309,0.060695264,-0.109299,-0.03203833,0.002358096,-0.017356295,-0.017129801,-0.012903495,0.017204577,-0.009317866,-0.00678001,0.005998282,-0.011823311,-0.002268446,0.017795509,-0.11576961,-0.073190965,0.000232827,0.005106424,-0.026583454,-0.02331475,-0.002666828,0.050501812,-0.008259696,-0.04717533,0.053760108,-0.09183699,0.10310426,-0.08506597,-0.015238161,0.04100036,-0.021068571,-0.032080397,-0.08064177,0.03765486,-0.019077975,0.05966134,0.11952731,0.072149485,0.043255772,-0.009571583,-0.025403349,-0.039939996,0.1285549,0.065335646,-0.010669248,-0.016342223,0.07237035,-0.010600415,0.03421573,-0.065965794,-0.04443143,-0.002067096,-0.043228343,0.06355656,-0.0622924,-0.078479126,-0.029302755,0.027862893,0.045641266,0.01692681,-0.004215022,-0.02117022,0.13816199,-0.0455489,0.08909969,-0.06704712,-0.039432388,0.043280832,0.066945925,0.038507078,0.08776204,-0.08627066,0.006901654,-0.11818541,0.024991479,0.025203688,0.088032454,-0.017623777,0.021722207,-0.004992027,-0.010480315,0.040725507,0.031366333,-0.015486128,-0.06166263,0.050869804,-0.002007469,0.000877128,-0.042755324,0.07453895,-0.0952769,-0.008474892,0.012244155,0.00698781,0.013352157,0.027670892,0.020889038,-0.036247615,0.002267946,0.08769325,0.07287523,-0.040064074
2agpe161_c,CCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O,0.04436777,-0.015740402,-0.10473742,0.06244611,0.02463014,-0.10758441,-0.030840605,-0.0936937,0.001226465,-0.08026393,-0.07804912,0.046356857,-0.10694793,0.034745324,-0.023742951,0.087678626,-0.06686777,-0.002219019,-0.067231156,0.020918293,0.005783085,0.06370384,0.021843327,0.013822147,0.014854081,0.006282518,0.056561444,-0.09336534,-0.02670183,-0.001766256,-0.013581206,-0.015823811,-0.008571586,0.01593687,-0.009617129,-0.020539021,-0.002512855,-0.01376323,0.009189359,0.02002426,-0.11559454,-0.076265715,-0.000247054,0.010625199,-0.01944802,-0.014387338,-0.000329175,0.05210992,-0.007478351,-0.043881644,0.052080683,-0.08652773,0.09945887,-0.08730273,-0.01226745,0.039118554,-0.023465533,-0.03849355,-0.06756383,0.034996983,-0.022336364,0.056703646,0.120363675,0.065109044,0.052695055,-0.018509213,-0.029166702,-0.030076683,0.12081976,0.060274404,-0.009415492,-0.015676197,0.06692851,-0.011377166,0.040132232,-0.07140512,-0.041495282,-0.002753697,-0.047434516,0.051742177,-0.05431937,-0.080628626,-0.019057637,0.013775131,0.043920882,0.010222304,-0.009314777,-0.029018434,0.1295473,-0.0315171,0.084145784,-0.05476653,-0.041205473,0.041049544,0.07348308,0.033249002,0.080046915,-0.07839774,0.012740506,-0.1161059,0.026378373,0.026050104,0.09098387,-0.015695374,0.010359615,-0.004357508,-0.007655612,0.04340948,0.02597722,-0.016964901,-0.05522573,0.045357913,0.001099156,0.012507069,-0.04040452,0.06823063,-0.08996532,-0.005318283,0.018797709,0.010739904,0.017935706,0.01982615,0.029452875,-0.046394374,-0.008778378,0.07802432,0.06410301,-0.032654684
2agpe161_p,CCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O,0.06057164,-0.011879091,-0.116448134,0.077055946,0.019075602,-0.11067529,-0.037699923,-0.11526073,0.004799775,-0.08476784,-0.088675745,0.048748393,-0.12408682,0.04072957,-0.016832536,0.09674638,-0.078055464,-0.001979601,-0.07491317,0.02280329,0.0176736,0.05576445,0.02588379,0.009471388,0.022607863,0.00675815,0.07509703,-0.10551329,-0.027099125,0.00450256,-0.013937078,-0.027024493,-0.013777657,0.009938163,-0.007947884,-0.012528215,-0.003926982,-0.009691679,0.001075756,0.025989898,-0.12194459,-0.080791615,0.000554436,0.003540079,-0.032208826,-0.017236423,0.000996653,0.04139681,-0.011720034,-0.042925365,0.05248706,-0.09564385,0.114971645,-0.09412434,-0.02144834,0.05108441,-0.019154543,-0.02953393,-0.080779485,0.047666073,-0.024566986,0.053555038,0.13605633,0.07813159,0.046074715,-0.020382693,-0.034686968,-0.03393956,0.14395466,0.069167495,-0.013852049,-0.025896488,0.07121444,-0.005573616,0.04065714,-0.07238952,-0.043381497,-0.010475031,-0.043768093,0.05506976,-0.056876414,-0.08096563,-0.029921034,0.021841656,0.041473314,0.011495835,-0.003713115,-0.031106604,0.1441406,-0.047219086,0.092510805,-0.06119944,-0.036653742,0.050323594,0.06832071,0.026022619,0.09033771,-0.0927557,0.008396809,-0.12529881,0.034463994,0.024205985,0.095187515,-0.02868924,0.017193468,-0.007700347,-0.007809927,0.05251014,0.023019126,-0.017054308,-0.05963291,0.05400379,0.008064956,-0.000671778,-0.055787824,0.07200915,-0.093517736,-0.012419964,0.024718475,0.018194934,0.024292724,0.030772716,0.035235953,-0.042861376,-0.007552719,0.08747235,0.07691059,-0.035748765
2agpe180_c,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[NH3+],0.061536454,-0.019025104,-0.12362013,0.071558684,0.029935004,-0.11687578,-0.03306864,-0.112840794,0.003444588,-0.09455621,-0.086620316,0.04690712,-0.11755113,0.03345022,-0.01875672,0.09334683,-0.085419334,-0.010258919,-0.077749275,0.030113729,0.009360191,0.063887775,0.02811147,0.012191589,0.029732306,0.020420076,0.06372877,-0.10197603,-0.02758662,0.001265319,-0.026396643,-0.02537245,-0.006618304,0.014253039,-0.019933669,-0.008361327,0.004527545,-0.004916165,-0.003135429,0.020500638,-0.11833806,-0.08719052,-0.000586651,0.006917595,-0.02776414,-0.016114114,-0.001423176,0.054818135,-0.013026609,-0.046960164,0.059686113,-0.09365498,0.10878275,-0.10022592,-0.018839449,0.052420888,-0.0245148,-0.03827355,-0.071003295,0.044762712,-0.01330434,0.06365658,0.13834092,0.076352485,0.05420337,-0.013901485,-0.027742727,-0.03763066,0.13289909,0.06453963,-0.021005685,-0.0149074,0.07424413,-0.008430526,0.042676944,-0.06789675,-0.041495007,-0.012144002,-0.047874574,0.060670074,-0.059365537,-0.08777646,-0.033323202,0.026122097,0.042042263,0.011652886,-0.01631344,-0.023614008,0.13747181,-0.033694807,0.09042733,-0.07006196,-0.03564097,0.055788655,0.073731095,0.03037371,0.08990374,-0.0871434,0.010687658,-0.121986695,0.03362794,0.021326538,0.10273145,-0.032158177,0.0197121,-0.00761126,-0.011340162,0.041695464,0.02948167,-0.02127425,-0.065816686,0.05800772,-0.000778573,0.011458147,-0.05463308,0.07560162,-0.08920662,-0.018719897,0.013970573,0.018179147,0.015115054,0.019966288,0.031614967,-0.039945036,-0.002730715,0.08443009,0.08180562,-0.035562396
