meta)name,SMILES,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
id3acald_c,[H]C(=O)Cc1c[nH]c2ccccc12,0.089129604,-0.09890449,-0.08348176,0.12612784,-0.06847476,-0.0956924,0.031863946,0.011253842,0.035275966,-0.06602348,0.015163328,0.044786483,-0.09506066,-0.108274944,-0.04732678,0.082163066,0.026491532,0.008653427,0.036939625,-0.05002267,-0.003279346,-0.014827563,0.018147118,0.049404934,-0.045565203,-0.040569276,-0.03225476,-0.13554543,-0.058276694,-0.014178824,-0.0892225,0.0617469,0.023436604,0.08471362,-0.08865381,-0.023371723,-0.043770548,0.047456723,0.0352279,-0.051685482,-0.014292922,0.002367356,-0.089373894,0.070932984,-0.048964303,-0.006719556,-0.009582552,0.010648268,0.043650236,-0.010357969,0.04617427,-0.022531671,0.068201214,-0.058678742,-0.040705714,0.014674057,0.08446189,-0.024652788,-0.0755693,0.100466594,-0.049555875,-0.057789546,0.12192376,0.07359533,0.039944682,0.12660427,0.013767741,0.007234147,0.07951049,0.10907163,-0.07105299,-0.06586943,0.07014268,0.060187787,0.05902431,-0.08957421,0.00210379,0.016836459,0.05701655,0.18608265,0.010535055,-0.07617592,-0.068775244,0.082902245,0.08398641,0.15531443,-0.030838111,0.026383692,0.016888496,-0.056343738,0.030389374,-0.13518338,0.041346494,0.008448311,0.07649878,0.020662231,0.014228576,0.05780478,0.08036919,-0.009467136,0.05911712,0.012260708,0.041238073,-0.06948749,-0.034212634,-0.019440094,-0.020356704,0.034662943,0.025635518,0.07721487,-0.10936585,0.08069987,-0.042863972,0.042885464,-0.026240282,0.040267088,-0.09003837,0.069790564,-0.062264618,-0.05385595,-0.035971466,-0.003065173,0.014174563,0.052388996,-0.04039873,0.10390045,-0.05654615,0.05611068
pacald_m,[H]C(=O)Cc1ccccc1,0.06762922,-0.08695428,-0.07775178,0.11033379,-0.065237604,-0.08873818,0.033691976,0.012664856,0.037191004,-0.05595584,0.007313017,0.03459005,-0.08114649,-0.07720136,-0.035899345,0.067477696,0.01556213,0.002757717,0.030632535,-0.05115123,0.006505582,-0.008696727,0.016040072,0.05284754,-0.035640836,-0.04163079,-0.032824583,-0.10492025,-0.05522542,-0.01314584,-0.08292946,0.039820105,0.025012575,0.0705192,-0.07365872,-0.00699061,-0.037269115,0.03868239,0.031781815,-0.02984474,-0.009998136,-0.009646242,-0.06961264,0.05622878,-0.04836797,-0.014000637,-0.010977632,0.009603716,0.036756314,-0.007770616,0.03132852,-0.023376316,0.053328935,-0.04892187,-0.031045187,0.003302811,0.058673512,-0.020631053,-0.06498682,0.08458016,-0.04679589,-0.04270886,0.108097985,0.06342792,0.033493552,0.112589344,0.005146379,0.008600647,0.067183286,0.099619664,-0.058718026,-0.054120805,0.051187795,0.050734706,0.04807454,-0.06890739,0.004341612,0.023499863,0.043588933,0.15531853,0.008394781,-0.07349414,-0.05232953,0.061803184,0.062318083,0.13030687,-0.0268057,0.023529483,0.013841098,-0.04352901,0.03864617,-0.10940513,0.04057747,0.020723118,0.06793678,0.015549378,0.016181586,0.044929363,0.059199788,-0.005833301,0.050161213,0.009199998,0.03842242,-0.060445976,-0.03698435,-0.016205864,-0.008009341,0.03771855,0.023786558,0.07203713,-0.08091916,0.05568309,-0.030961504,0.03452635,-0.013152269,0.03478467,-0.071786106,0.061429616,-0.0580699,-0.04590046,-0.028160905,0.000156812,0.007898185,0.04909304,-0.027448272,0.08268308,-0.049824502,0.05919609
4abutn_c,[H]C(=O)CCC[NH3+],0.027083367,-0.03380414,-0.029802363,0.05591871,-0.022874033,-0.04250527,0.019801795,-0.000740873,0.023003794,-0.017434342,0.009707776,0.02130209,-0.034797244,-0.039096173,-0.025071908,0.03233082,0.003720291,0.002478676,0.024076916,-0.019555448,0.007692245,-0.000622908,-0.002212821,0.02753226,-0.019646503,-0.019360682,-0.007780539,-0.05637634,-0.023859829,-0.012998435,-0.033064112,0.021962347,0.014649789,0.025494518,-0.03285103,-0.014228905,-0.017218001,0.022212366,0.021939242,-0.023100015,-0.003027336,-0.000987281,-0.02970289,0.023081059,-0.014068162,0.003906623,-0.001022621,0.00504707,0.016594581,0.001259151,0.009903356,-0.006133438,0.032888122,-0.022332799,-0.016470233,-0.002784597,0.026706833,-0.012972451,-0.03097762,0.030993028,-0.017326925,-0.027469765,0.05358751,0.03701303,0.01758755,0.049537413,0.000194562,-0.005039903,0.036905054,0.047284037,-0.023838865,-0.020995319,0.029304031,0.019764988,0.021516997,-0.029278161,0.0016589,0.004576464,0.017828295,0.07032573,0.00942569,-0.035722483,-0.023530094,0.03566156,0.03346929,0.06378208,-0.010349311,0.005887306,0.002500094,-0.021912178,0.01943302,-0.048825018,0.014882449,0.010514716,0.037201088,0.006897514,0.011244296,0.016567145,0.029915571,-0.002123882,0.014420402,0.007401671,0.01497295,-0.031411137,-0.01927756,-0.010701724,-0.007922427,0.021146988,0.002195302,0.029884433,-0.04379535,0.03536154,-0.01679332,0.006869154,-0.002861989,0.024166405,-0.0374219,0.03288019,-0.025092179,-0.016385159,-0.014589063,0.005331652,0.000648439,0.022022711,-0.011597463,0.044969607,-0.025165822,0.022703718
gcald_m,[H]C(=O)CO,0.0571764,-0.07435056,-0.06359263,0.091057286,-0.051946428,-0.0798843,0.02458037,0.00913886,0.020325705,-0.038805198,0.01149728,0.03392981,-0.066165216,-0.0796165,-0.027863786,0.060324635,0.013057873,0.008428645,0.027325813,-0.038866308,0.009249496,-0.010393472,0.012310135,0.039908648,-0.027376644,-0.03587964,-0.022831375,-0.10187522,-0.03638884,-0.013669839,-0.067517266,0.04845971,0.024097778,0.05705268,-0.071888775,-0.01119425,-0.02359171,0.034692056,0.027976438,-0.027075978,-0.009248093,0.003890252,-0.061543595,0.045749098,-0.04183618,-0.001635074,-0.005621621,-0.003566243,0.037588727,-0.01184479,0.03199529,-0.016570572,0.045128334,-0.043541808,-0.036552016,0.001103077,0.056008704,-0.01482399,-0.05047525,0.07567015,-0.03807437,-0.045627404,0.101963565,0.052464794,0.04066746,0.102499574,0.009437823,0.002816058,0.059012234,0.082033925,-0.04770955,-0.044523656,0.056819826,0.050167102,0.03888141,-0.06901978,0.004672049,0.022592412,0.034898642,0.13723485,0.001370293,-0.06332924,-0.042644303,0.05698347,0.06666193,0.11143229,-0.019463973,0.0304842,0.008863403,-0.0453889,0.029491343,-0.10536964,0.033865746,0.01876043,0.061472423,0.016002633,0.01331238,0.031748593,0.06014973,-0.003246611,0.04291918,-0.000769359,0.032802783,-0.04559714,-0.03374024,-0.023136824,-0.009769945,0.02312028,0.023250753,0.062122263,-0.07195888,0.05924412,-0.026422864,0.03320758,-0.017972834,0.03874784,-0.060765784,0.0572443,-0.047809932,-0.033410773,-0.020779569,-0.005007646,0.012092285,0.04600072,-0.026139343,0.085905895,-0.050410826,0.04497547
10fthf_m,[H]C(=O)N(C[C@H]1CNc2[nH]c(N)nc(=O)c2N1)c1ccc(cc1)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O,0.09208316,-0.10452613,-0.10501619,0.1423496,-0.08349677,-0.10625005,0.042338837,0.006701103,0.03847232,-0.073177926,0.02206765,0.038812127,-0.100382276,-0.116394326,-0.052700885,0.08857235,0.029003393,0.006455815,0.044680502,-0.061044037,0.004085428,-0.010295734,0.01219272,0.06543718,-0.03879773,-0.056392882,-0.031991333,-0.1607214,-0.061301973,-0.024085393,-0.10988434,0.06927463,0.020903748,0.090555064,-0.11072709,-0.018456187,-0.04194135,0.056306288,0.04855811,-0.046911854,-0.011818885,-0.013102013,-0.11044933,0.07909024,-0.056327667,-0.005625937,-0.01791152,0.004198078,0.06136788,-0.0074145,0.05472983,-0.0280296,0.06981627,-0.06404636,-0.053211756,0.006508198,0.08262738,-0.023328358,-0.074733704,0.11379598,-0.055219714,-0.060162093,0.14932834,0.077664286,0.05547253,0.14387868,0.009768086,0.009483116,0.08024575,0.13681877,-0.06668981,-0.06614201,0.07545375,0.070728436,0.062291026,-0.10801491,0.002666827,0.019468566,0.05768845,0.2017861,0.016047118,-0.1018263,-0.084354125,0.09787354,0.10168793,0.17349617,-0.04064271,0.033633664,0.010615577,-0.074423246,0.04388267,-0.16151805,0.046474345,0.01952879,0.08186981,0.025696898,0.013716735,0.06118812,0.094569154,-0.006297408,0.05909758,0.006457506,0.03682224,-0.07915005,-0.035108987,-0.034350064,-0.02785415,0.043936476,0.031003332,0.0855203,-0.11709688,0.08742916,-0.042300954,0.04081786,-0.03175366,0.049513564,-0.10722964,0.08117194,-0.07554043,-0.05199901,-0.044299588,-0.007587401,0.010090822,0.059127755,-0.05238008,0.12854832,-0.070337124,0.076554455
10fthf_c,[H]C(=O)N(C[C@H]1CNc2[nH]c(N)nc(=O)c2N1)c1ccc(cc1)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O,0.09086377,-0.1053226,-0.08915272,0.13141944,-0.07750285,-0.10361982,0.03603401,0.006873184,0.030380512,-0.06545938,0.025577864,0.048065346,-0.098205216,-0.098326944,-0.051079966,0.08514261,0.02941945,-0.004118105,0.048645426,-0.05765623,0.000257571,-0.002527184,0.006116813,0.05870561,-0.03699243,-0.05369034,-0.035847276,-0.14048366,-0.065440185,-0.01822592,-0.09996112,0.05019629,0.02655337,0.08217897,-0.097957276,-0.021494912,-0.042782214,0.046179023,0.041465744,-0.049723655,-0.021067213,-0.005645753,-0.095520556,0.0683581,-0.051687036,-0.008241829,-0.010534127,0.010574491,0.050559226,-0.011987107,0.04775651,-0.020008208,0.07064228,-0.047919556,-0.04801209,0.007376957,0.08544301,-0.015805937,-0.06744515,0.09571718,-0.044700276,-0.06414919,0.12729459,0.07282543,0.040314645,0.13478634,0.001571314,0.000956787,0.07588067,0.10869269,-0.06700534,-0.055878207,0.07089536,0.0709337,0.06358195,-0.09866127,0.001745903,0.030543966,0.056593698,0.19205448,0.015447447,-0.09228891,-0.06310664,0.08169759,0.083034866,0.1657657,-0.028787604,0.04038241,0.018110847,-0.055354323,0.037063923,-0.14444569,0.04761446,0.017232344,0.07919713,0.030770928,0.012738038,0.057200313,0.08392864,-0.01753138,0.06210368,0.003559309,0.03652182,-0.06055379,-0.037846006,-0.03265033,-0.018982152,0.04370482,0.029511817,0.07413837,-0.1088092,0.08289434,-0.04371202,0.038920414,-0.031427905,0.043654684,-0.08718489,0.08042843,-0.06391782,-0.04569954,-0.029815914,-0.006518402,0.007113121,0.055179164,-0.046891034,0.11521519,-0.07111737,0.067774326
acald_m,[H]C(C)=O,0.06985542,-0.08576995,-0.07144551,0.11287642,-0.05839211,-0.08192948,0.035870425,0.011383065,0.033357605,-0.057689868,0.012014741,0.038315706,-0.07774694,-0.09359678,-0.04042627,0.061690353,0.021672275,0.001304975,0.040843416,-0.05097213,0.00437557,-0.000808851,0.016740628,0.046045355,-0.029218368,-0.04901479,-0.037318297,-0.1160206,-0.046207327,-0.015130606,-0.07464443,0.040938277,0.02747337,0.07015106,-0.079995796,-0.01598612,-0.041540895,0.03791184,0.032899857,-0.043841217,-0.014173819,-0.006251056,-0.08087342,0.06213553,-0.03881431,-0.01440109,-0.008810246,-0.000379528,0.04528929,-0.006295047,0.030535942,-0.014736281,0.05885917,-0.05283635,-0.0431939,0.008862753,0.07433682,-0.022401515,-0.06770678,0.07781338,-0.03950525,-0.04490394,0.10676452,0.07034858,0.03406643,0.108144134,0.006850089,0.005232004,0.071503736,0.095758855,-0.06186269,-0.05067876,0.054880016,0.054418027,0.044068456,-0.07247667,-0.004920855,0.0234932,0.055093385,0.16127276,0.010760216,-0.08101552,-0.060860272,0.06633815,0.07900454,0.13921979,-0.036567934,0.036913283,0.01769393,-0.056114275,0.024709499,-0.12119592,0.042333495,0.019115029,0.070533045,0.014138623,0.01786315,0.049807154,0.0733456,-0.016545493,0.043309905,0.012458023,0.031133618,-0.06047052,-0.032184597,-0.024040421,-0.009598151,0.02621246,0.015105018,0.06988851,-0.097408794,0.06826619,-0.037892282,0.026081473,-0.015135768,0.04367082,-0.080242924,0.06579311,-0.04989834,-0.045289874,-0.026564132,-0.004414958,0.012101511,0.04195131,-0.03700807,0.09868736,-0.05696011,0.061654966
acald_c,[H]C(C)=O,0.07516898,-0.0871046,-0.08661745,0.120542035,-0.06449387,-0.09691551,0.03335197,0.016425574,0.03431351,-0.05667372,0.009291288,0.042488836,-0.084638454,-0.08588966,-0.03863204,0.07240234,0.025954572,-0.004246136,0.043149788,-0.044064913,-0.005699272,-0.009229759,0.007670215,0.053281028,-0.028217215,-0.049102247,-0.023958405,-0.12837082,-0.058635823,-0.01789407,-0.08881701,0.04599373,0.017164016,0.07996744,-0.089740165,-0.017305186,-0.040503588,0.03874019,0.03789869,-0.03683775,-0.011014547,-0.011800451,-0.09164625,0.066551015,-0.040018957,-0.012085636,-0.006383853,0.001522445,0.050930187,-0.004718791,0.044720385,-0.013707804,0.060925156,-0.04814226,-0.03984074,0.006223449,0.0704131,-0.011475218,-0.05676681,0.08772217,-0.04644991,-0.050441608,0.11230186,0.064959735,0.041249562,0.1246474,0.007427918,-0.000775008,0.06854794,0.10683705,-0.053213608,-0.059112076,0.0631461,0.0521942,0.0584109,-0.07436133,0.006635443,0.02730155,0.047519915,0.16459265,0.008839085,-0.08395987,-0.05350969,0.06688323,0.08044467,0.13942805,-0.026533648,0.024440426,0.015835265,-0.056733247,0.038367976,-0.1306695,0.043387175,0.007159424,0.06361807,0.016089136,0.020136688,0.047490425,0.06684968,-0.018180449,0.05075922,0.013270386,0.034781523,-0.054845605,-0.0388304,-0.020108894,-0.009239577,0.035492234,0.014983856,0.07685804,-0.09386591,0.06927237,-0.033657975,0.026600476,-0.021520164,0.035408404,-0.076841995,0.07294981,-0.054217327,-0.0540094,-0.033064164,0.002701042,0.009891336,0.05901537,-0.03297678,0.09242718,-0.05624761,0.06146443
h2o2_x,[H]OO[H],0.06537315,-0.08023103,-0.0717605,0.09438688,-0.05418408,-0.07119205,0.030525116,0.001076598,0.026177786,-0.039769627,0.009030116,0.036361545,-0.07288481,-0.07319473,-0.03874448,0.057105802,0.016824335,0.006536027,0.031682264,-0.045254547,0.00809683,-0.012074206,0.005694023,0.036452867,-0.021715153,-0.037004836,-0.020808725,-0.09442163,-0.043125447,-0.01736962,-0.07201837,0.03800871,0.011243248,0.063100986,-0.07611562,-0.005768147,-0.022465749,0.03465985,0.036141653,-0.025627658,-0.014161392,-0.008716571,-0.074086584,0.050742563,-0.04221111,-0.012247088,-0.004109294,0.008316801,0.029443821,-0.013204638,0.032108776,-0.018061839,0.0556439,-0.036039602,-0.028425442,0.008643809,0.05692659,-0.01535899,-0.0545294,0.06299498,-0.038970064,-0.046322297,0.0919974,0.05029529,0.03535621,0.092783794,0.013756508,-0.004749619,0.05674293,0.078354254,-0.04763639,-0.050054308,0.05263343,0.04991624,0.03730805,-0.06441907,0.007563402,0.015159052,0.04170255,0.13666187,0.010526678,-0.068694256,-0.051555082,0.060462467,0.06857134,0.12171566,-0.033613585,0.021300891,0.012242186,-0.05246562,0.03056182,-0.09757308,0.038387794,0.01745567,0.05584603,0.015906457,0.011748867,0.039697945,0.05452961,-0.002091124,0.04325538,0.00597369,0.020973692,-0.04929294,-0.03438381,-0.013897083,-0.01873443,0.029071005,0.012884273,0.06570513,-0.08432719,0.053319193,-0.031830743,0.026665421,-0.019564334,0.026921663,-0.06285902,0.052770186,-0.054989062,-0.038869474,-0.025458178,-0.001851402,0.015850214,0.048307113,-0.032007422,0.07843391,-0.05364618,0.046968445
h2o2_m,[H]OO[H],0.08465967,-0.09837549,-0.08146302,0.124735504,-0.058025565,-0.09465962,0.025309782,0.002955209,0.02850199,-0.050449878,0.022150774,0.036314514,-0.083313644,-0.099947706,-0.04193801,0.08003868,0.019389154,0.005492349,0.036124226,-0.044134017,0.005536988,-0.015167732,0.01052662,0.04816962,-0.030470196,-0.03808395,-0.03795438,-0.1257667,-0.05146923,-0.017568236,-0.08093023,0.057025407,0.023193873,0.08322776,-0.08808201,-0.021348858,-0.04104178,0.0365115,0.037951555,-0.035842676,-0.007410979,-0.001397679,-0.09459949,0.05718547,-0.049010836,-0.005462269,-0.00680081,0.003664105,0.042185906,-0.006701931,0.04738324,-0.01754188,0.06366121,-0.04609661,-0.040065248,0.009784819,0.076418795,-0.016665027,-0.07191395,0.0930332,-0.05054155,-0.050294545,0.12160024,0.06867174,0.036635883,0.12706882,0.007487159,0.010262817,0.06512747,0.1138518,-0.06333281,-0.054272838,0.07287447,0.06309057,0.054520857,-0.077018246,0.004627107,0.021372665,0.058906972,0.17735387,0.011677596,-0.07918866,-0.05925378,0.072368935,0.0828048,0.1453719,-0.037579294,0.026276624,0.004857669,-0.058173575,0.041867077,-0.12592934,0.043906447,0.019951537,0.0726628,0.019371657,0.016674059,0.051351085,0.076725885,-0.017839156,0.05568203,0.008333712,0.03423402,-0.062796876,-0.029334828,-0.023973126,-0.020131107,0.02918244,0.018186314,0.0762292,-0.09958312,0.067908704,-0.033042952,0.031696808,-0.028003609,0.042363748,-0.07695903,0.06765256,-0.062382333,-0.05099483,-0.027230637,0.002715324,0.00979088,0.058314573,-0.03816297,0.10315938,-0.05217728,0.059682593
h2o2_c,[H]OO[H],0.069633774,-0.09432209,-0.080052845,0.11461353,-0.061829213,-0.095057264,0.03699427,0.006866577,0.033644654,-0.04873194,0.010253634,0.041736353,-0.07603054,-0.090098165,-0.04316901,0.073815845,0.01735671,-0.003044752,0.035655532,-0.053288247,-0.001583181,-0.009015289,0.004043141,0.053642042,-0.036601536,-0.03481014,-0.029800858,-0.12345828,-0.044828437,-0.010495168,-0.076007396,0.048543226,0.025139008,0.06592229,-0.087753884,-0.016264774,-0.041322302,0.033372425,0.027022997,-0.043781444,-0.011959733,0.003419435,-0.08286904,0.05571236,-0.046638615,-0.000180447,-0.011589297,-0.001133773,0.043919887,-0.015992174,0.041443955,-0.01819759,0.06462136,-0.047640923,-0.041088868,0.011290696,0.06950644,-0.01194526,-0.0651144,0.09137405,-0.04538511,-0.045045994,0.10862316,0.07434064,0.047093473,0.11556527,0.008903802,-0.002634559,0.061720707,0.10408728,-0.06414683,-0.062550224,0.06623151,0.06342712,0.056772187,-0.07510726,0.009909605,0.018785546,0.05406127,0.16081375,0.009312917,-0.08297953,-0.059748653,0.074058995,0.07417912,0.1425413,-0.036712002,0.03167901,0.015780767,-0.048809357,0.033771385,-0.122359894,0.043808796,0.016447997,0.06703975,0.012690918,0.010095912,0.047814075,0.06390201,-0.003476671,0.052485082,0.002233121,0.038933013,-0.06505358,-0.029240917,-0.021832237,-0.015227565,0.027005179,0.026138749,0.06774602,-0.10014123,0.0731862,-0.027527856,0.034916013,-0.02565464,0.046238266,-0.08072016,0.06440027,-0.06074782,-0.048544597,-0.024431808,0.004383147,0.008947694,0.046714984,-0.039664775,0.09731595,-0.056060284,0.052714832
na1_e,[Na+],0.070085675,-0.0747415,-0.08143453,0.11293403,-0.060866065,-0.090162136,0.025001543,0.015563495,0.029686807,-0.058842,0.020999994,0.026980361,-0.07654766,-0.08030492,-0.036214985,0.06830247,0.02440449,-0.006233405,0.029614558,-0.04204228,-0.00187871,-0.007328159,0.009667896,0.04532049,-0.025483264,-0.038688242,-0.024649292,-0.10911134,-0.047538977,-0.023242513,-0.07734348,0.044482768,0.016276632,0.068519145,-0.07532591,-0.011428298,-0.03085949,0.045152944,0.037932094,-0.03423975,-0.004814639,-0.008880215,-0.07226173,0.060965467,-0.040914055,-0.00030844,-0.012666977,0.010956218,0.047891878,-0.012405954,0.036735915,-0.016082637,0.06060843,-0.042505067,-0.04560171,0.015386683,0.06227559,-0.016551422,-0.061140634,0.07070665,-0.042951394,-0.045698665,0.11068319,0.06723753,0.040742382,0.10279222,0.007652862,-0.000405516,0.069652125,0.08857561,-0.05754302,-0.044911973,0.053819876,0.053239737,0.041228294,-0.08045621,0.003022285,0.026919113,0.04415737,0.15310939,0.012244583,-0.066400975,-0.055946097,0.06632599,0.07220448,0.13600682,-0.032132167,0.031101657,0.012384485,-0.04867117,0.029521968,-0.1117573,0.02898412,0.018798782,0.0690139,0.020534936,0.017975206,0.04858517,0.0684272,-0.010439874,0.05033267,0.013740053,0.032793764,-0.053967863,-0.030468518,-0.028588554,-0.01532104,0.028007654,0.011221301,0.068341225,-0.090006456,0.06366814,-0.03867667,0.027695632,-0.025972731,0.042737976,-0.07040242,0.059222944,-0.051978882,-0.047106624,-0.02186934,0.004284611,0.012432838,0.051035177,-0.037181143,0.0981744,-0.05790557,0.049020737
na1_c,[Na+],0.073752634,-0.071004525,-0.068547554,0.09931177,-0.059029225,-0.083605446,0.028239848,0.012167933,0.023777654,-0.055994347,0.017738609,0.031985544,-0.07819513,-0.079804584,-0.040644202,0.062058046,0.017161116,0.008290371,0.027746724,-0.0362862,-0.006405318,-0.014426204,0.012240245,0.045428194,-0.026134633,-0.03183832,-0.020095007,-0.11198786,-0.04598085,-0.012466329,-0.071137965,0.04972037,0.019175362,0.057346866,-0.067864306,-0.010516687,-0.035852883,0.03976049,0.028421966,-0.029430503,-0.004247995,-0.004183196,-0.07162057,0.056856982,-0.045470413,-0.014582997,-0.002090511,0.009144193,0.038280014,-0.013425621,0.03841311,-0.023120787,0.056764007,-0.034208775,-0.036135964,0.006686078,0.06228085,-0.017984973,-0.0584629,0.077150874,-0.04376801,-0.053308994,0.11100095,0.062182773,0.030293753,0.10443535,0.014135247,-0.003707183,0.06628504,0.09136946,-0.04935524,-0.053131122,0.0609895,0.050885867,0.04670479,-0.07028739,-0.000825668,0.015701296,0.04964012,0.14238495,0.012418077,-0.07314412,-0.04526713,0.070763774,0.06909744,0.1315789,-0.03035476,0.03116543,0.007489099,-0.054261968,0.02201537,-0.10984858,0.03253081,0.012796115,0.059650153,0.023278018,0.013043435,0.05030239,0.061219,-0.011134656,0.03572037,0.011553827,0.031004954,-0.0565924,-0.03245766,-0.021219335,-0.006277095,0.029959822,0.019760208,0.06954291,-0.08403678,0.056952365,-0.028866706,0.020867426,-0.02134952,0.037383832,-0.07503577,0.06291544,-0.048319053,-0.0351487,-0.03349308,0.002565336,0.00809588,0.039150342,-0.02821307,0.08782956,-0.05277273,0.051235102
4hthr_c,[NH3+][C@@H]([C@H](O)CO)C([O-])=O,0.068423234,-0.07559531,-0.06767994,0.08851883,-0.05642133,-0.06981739,0.024410386,0.003584647,0.032421872,-0.053366713,0.016243549,0.028994715,-0.071254596,-0.07125722,-0.033270437,0.05581907,0.023306116,-0.006299509,0.025655743,-0.04475056,-0.00469204,-0.005941842,0.013192713,0.040314697,-0.026562441,-0.03127635,-0.020626167,-0.10459815,-0.040841926,-0.009579281,-0.06135061,0.046619367,0.023454357,0.065949075,-0.06253371,-0.006071515,-0.034266803,0.0325417,0.028297057,-0.028795974,-0.009423341,-0.00865897,-0.064724945,0.052843973,-0.038727,-0.001546334,-0.011216774,0.00987599,0.029193074,-0.00235827,0.029638069,-0.017971694,0.04793039,-0.040132865,-0.038921412,0.005804611,0.060485058,-0.008966037,-0.047070146,0.07388569,-0.034133486,-0.046634816,0.09597338,0.05016017,0.033735868,0.09338774,0.005755913,0.009096603,0.053397134,0.077170536,-0.046991635,-0.04064939,0.057307485,0.048066907,0.035587907,-0.05863783,0.007827099,0.013144177,0.043391414,0.12967016,0.008188508,-0.059027705,-0.042368025,0.05936216,0.06247209,0.122412495,-0.020299105,0.017816594,0.013917644,-0.043218605,0.029965274,-0.09494623,0.030866656,0.01600471,0.053852413,0.018800441,0.011018321,0.035643294,0.048897725,-0.012011889,0.034121428,0.004210161,0.02887929,-0.044929616,-0.021101713,-0.013590253,-0.014023219,0.034888055,0.009442015,0.051197194,-0.084792584,0.052970372,-0.024449492,0.0290874,-0.020143496,0.03841027,-0.0649067,0.060690176,-0.049966175,-0.034270734,-0.023933008,0.004358465,0.002687383,0.03455829,-0.028661884,0.07329522,-0.042811997,0.05403151
e4hglu_x,[NH3+][C@@H](C[C@@H](O)C([O-])=O)C([O-])=O,0.04931002,-0.05511365,-0.047003068,0.07075146,-0.035797063,-0.061180282,0.02277941,0.009828539,0.01750311,-0.041898366,0.012436499,0.031212788,-0.05819931,-0.06433213,-0.02579974,0.05183292,0.012931467,-0.00264167,0.02888282,-0.035162225,0.005005042,-0.009315952,-0.000478029,0.038605243,-0.017918982,-0.028959464,-0.013746431,-0.08499837,-0.033842858,-0.009430231,-0.05864248,0.040438432,0.015749918,0.042413656,-0.047489695,-0.003220337,-0.030832445,0.019814663,0.025900608,-0.029243905,-0.004871368,-0.006189173,-0.05873756,0.035605647,-0.024665704,-0.007808897,-0.005800549,0.00219066,0.034201603,-0.004011235,0.023903064,-0.010134921,0.046754833,-0.033262152,-0.021954712,0.009547234,0.053763162,-0.014112411,-0.039966352,0.05005651,-0.034167126,-0.028089095,0.07118158,0.04819892,0.023686271,0.08303377,-0.000335596,0.004189256,0.038578667,0.06588881,-0.042550836,-0.034307163,0.04575041,0.03885319,0.03069648,-0.055178482,0.004600655,0.021270981,0.029719124,0.11138177,0.000623168,-0.049772624,-0.042403955,0.05047186,0.04278863,0.0861796,-0.028539555,0.015219393,0.014386512,-0.033657167,0.02243854,-0.075653896,0.029922951,0.017265491,0.04127313,0.019232778,0.013137481,0.038764823,0.046627846,-0.012529229,0.03385053,0.010523873,0.02330684,-0.034386266,-0.022111604,-0.01195654,-0.009526404,0.017692326,0.00942882,0.052505277,-0.055867042,0.049727645,-0.022422664,0.02448318,-0.01630538,0.03147382,-0.06077821,0.04201018,-0.041324183,-0.03051719,-0.028632723,0.00499065,0.001717412,0.029390158,-0.01732594,0.06591474,-0.029743075,0.033962537
e4hglu_m,[NH3+][C@@H](C[C@@H](O)C([O-])=O)C([O-])=O,0.050749537,-0.05376873,-0.057769943,0.077356055,-0.04593348,-0.055952296,0.015131125,0.008918172,0.01555954,-0.038544595,0.007515027,0.025366573,-0.059555754,-0.06391841,-0.033648353,0.047970213,0.016545622,-0.002478877,0.02429042,-0.039309714,-0.000790858,-0.002955361,0.010608763,0.040000953,-0.031525385,-0.035173547,-0.014837314,-0.080458514,-0.040770605,-0.018511053,-0.04973642,0.029155595,0.018737301,0.042931266,-0.050521493,-0.017084433,-0.025842654,0.034542054,0.01759084,-0.035319835,-0.015787061,-0.00902137,-0.058923926,0.04281422,-0.033721782,-0.007610616,-0.003554247,-0.003106118,0.030670438,-0.001533647,0.026776237,-0.009791337,0.036534507,-0.02862968,-0.030644305,-0.000235419,0.05441516,-0.014199693,-0.05084362,0.059286226,-0.031146523,-0.032371588,0.085064285,0.04834358,0.029213957,0.088870496,0.000793054,0.006550173,0.04402103,0.06442647,-0.032892037,-0.032508448,0.04947955,0.045712713,0.028671116,-0.058622707,0.005949135,0.012688504,0.037419304,0.113334596,0.000396711,-0.05000899,-0.04374801,0.04986585,0.059568014,0.0938106,-0.020544866,0.01615216,0.013273738,-0.0440263,0.025584053,-0.08996794,0.019477535,0.011922833,0.05315885,0.015195103,0.015105233,0.03612855,0.0405252,-0.007555158,0.035773084,0.005883373,0.020097021,-0.046210025,-0.019937146,-0.020252898,-0.006638382,0.017999275,0.017877394,0.04704131,-0.061093207,0.052173607,-0.029040754,0.025729205,-0.019186165,0.020611508,-0.057609253,0.048518695,-0.039354336,-0.031560272,-0.028121632,-0.002439588,0.006197295,0.033019554,-0.0220298,0.06473245,-0.04221478,0.040208872
