384	0	0	1.0
384	60	0	1.0
384	382	0	1.0
385	54	0	1.0
385	64	0	1.0
386	64	0	1.0
386	202	0	1.0
386	232	0	1.0
387	1	0	1.0
387	230	0	1.0
388	1	0	1.0
389	1	0	1.0
390	20	0	1.0
390	64	0	1.0
391	64	0	1.0
391	141	0	1.0
392	2	0	1.0
394	2	0	1.0
395	3	0	1.0
396	33	0	1.0
396	155	0	1.0
396	348	0	1.0
399	4	0	1.0
399	82	0	1.0
399	165	0	1.0
400	197	0	1.0
401	5	0	1.0
401	64	0	1.0
402	197	0	1.0
403	5	0	1.0
403	64	0	1.0
404	6	0	1.0
404	169	0	1.0
404	170	0	1.0
404	285	0	1.0
404	352	0	1.0
404	352	0	1.0
404	352	0	1.0
404	352	0	1.0
404	352	0	2.0
404	352	0	1.0
404	352	0	1.0
404	352	0	1.0
405	144	0	1.0
406	17	0	1.0
407	7	0	1.0
408	8	0	1.0
408	19	0	1.0
408	85	0	1.0
408	115	0	1.0
408	153	0	1.0
408	222	0	2.0
408	237	0	1.0
408	237	0	2.0
408	256	0	1.0
408	313	0	1.0
408	313	0	1.0
408	313	0	1.0
408	313	0	1.0
408	313	0	1.0
408	313	0	1.0
408	351	0	1.0
408	383	0	1.0
409	8	0	1.0
410	8	0	1.0
410	21	0	1.0
411	128	0	1.0
411	336	0	1.0
411	336	0	1.0
412	8	0	1.0
412	337	0	1.0
412	348	0	1.0
412	348	0	1.0
412	357	0	1.0
413	10	0	1.0
413	10	0	1.0
413	57	0	1.0
413	178	0	1.0
413	194	0	1.0
413	245	0	1.0
413	247	0	1.0
413	302	0	1.0
413	333	0	1.0
413	343	0	1.0
414	9	0	1.0
414	158	0	1.0
414	345	0	1.0
415	10	0	1.0
416	10	0	1.0
416	103	0	1.0
417	273	0	1.0
417	275	0	1.0
418	11	0	1.0
418	11	0	1.0
418	11	0	1.0
420	11	0	1.0
421	92	0	1.0
421	142	0	1.0
421	240	0	1.0
421	352	0	1.0
423	11	0	1.0
424	11	0	1.0
424	92	0	1.0
425	13	0	1.0
426	12	0	1.0
427	121	0	1.0
427	150	0	1.0
427	162	0	1.0
427	223	0	1.0
428	13	0	1.0
429	250	0	1.0
430	15	0	1.0
431	14	0	1.0
433	16	0	1.0
434	228	0	1.0
435	18	0	1.0
435	77	0	1.0
435	85	0	1.0
435	85	0	1.0
435	114	0	1.0
435	155	0	1.0
435	250	0	1.0
436	19	0	1.0
436	26	0	1.0
436	241	0	1.0
436	344	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	1.0
436	352	0	2.0
437	20	0	1.0
438	197	0	1.0
440	21	0	1.0
440	325	0	2.0
440	337	0	1.0
441	215	0	1.0
441	299	0	1.0
441	299	0	1.0
442	22	0	1.0
442	269	0	1.0
443	22	0	1.0
443	54	0	1.0
443	57	0	1.0
443	329	0	1.0
443	348	0	1.0
443	352	0	1.0
443	352	0	1.0
443	352	0	1.0
443	352	0	1.0
444	23	0	1.0
445	73	0	1.0
445	151	0	1.0
445	338	0	1.0
446	71	0	1.0
446	72	0	1.0
447	293	0	1.0
448	23	0	1.0
450	23	0	1.0
451	24	0	1.0
453	25	0	1.0
454	25	0	1.0
454	59	0	1.0
456	27	0	1.0
457	28	0	1.0
458	29	0	1.0
460	213	0	1.0
